model,trace_id,pre_rate,post_rate,n_pre,n_post
deepseek-r1-distill-qwen-14b,463e4d6570b7910bc47403849f08be2b36e51568e43e1be8dc3992ff576fb93f,0.5208333333333334,0.0,96,5
deepseek-r1-distill-qwen-14b,485288e79ce43b9762fcf4c711c7f4503b0564784a5687e60b01b2bdac4fc55f,0.35294117647058826,0.42857142857142855,34,21
deepseek-r1-distill-qwen-14b,488da8c629e5ab9420778a8e739142817b4c3b73b6816e54737e38f6ecef3716,0.23529411764705882,0.3333333333333333,17,6
deepseek-r1-distill-qwen-14b,49e7ae252138bfa34fe31b84e2047e579e7c69d46eb1363455b78649b651e91c,0.4090909090909091,0.36363636363636365,22,11
deepseek-r1-distill-qwen-14b,4b8f45d70ee86b95a840842e2c8c142b47f5f943feeea62e6becba10ba4fc2e4,0.35,0.14285714285714285,20,7
deepseek-r1-distill-qwen-14b,4d6572600c27351452c6e6aec750ad6eded4804f167aa8f3737fcdc33a82a5e2,0.5714285714285714,0.5806451612903226,21,31
deepseek-r1-distill-qwen-14b,50f492b0b4a771d0e4a8c9c3ed74e97c6df9487ac66d74e2c2459e8583d96093,0.6470588235294118,0.7272727272727273,17,11
deepseek-r1-distill-qwen-14b,53a52d4340926ed767d228024ef79d4b9ed30b2a15469c01b52feb9bfbdd6044,0.55,0.7142857142857143,20,7
deepseek-r1-distill-qwen-14b,53d885da223685f62ec1672f99e156cb7a6d83dc35feaa7e6afe48aa10128966,0.45,0.0,40,6
deepseek-r1-distill-qwen-14b,53e8a5614717d250f8e3276a478b48a8ee87a28d3c7b30f8dd9ca602f8cf6b80,0.21428571428571427,0.35714285714285715,28,14
deepseek-r1-distill-qwen-14b,546152c16066377455c7ced6b3543f2c9701cecbe070b42fa20cd41da856d0ff,0.4,0.4,15,5
deepseek-r1-distill-qwen-14b,563d544e0360baf2d5e26f97958d413117d144ce9b09c946b6dc5aef7b1f7ea5,0.1,0.1875,10,16
deepseek-r1-distill-qwen-14b,584feb929fc3c023d4529a1cdd718f38a125b6da45dc9882ae1ccd477aadd2ad,0.4883720930232558,0.2,43,10
deepseek-r1-distill-qwen-14b,588186a53483ba27e422f49e4b0a736d73ef0d6f681a858797804f4065a08b6e,0.3888888888888889,0.4,18,5
deepseek-r1-distill-qwen-14b,6287651f7b7883e1522f1fc54157f66466928456318eba1c5df71831bf722aa5,0.4090909090909091,0.3333333333333333,22,6
deepseek-r1-distill-qwen-14b,6298e96c013815895001bf529491a0f70c43603e86c2f95c813950bce88bb049,0.06666666666666667,0.21428571428571427,15,14
deepseek-r1-distill-qwen-14b,658d1ce32ee855d9cb68b2a4d85dbf38c73c67a1c379628ca9972b5339cc0021,0.40816326530612246,0.46153846153846156,49,13
deepseek-r1-distill-qwen-14b,65f37d982989af0b519d520b9b380a5be2eeda4eb7c7df7a9f7d757f760b6850,0.43902439024390244,0.3157894736842105,41,19
deepseek-r1-distill-qwen-14b,6a1ed5ff3fcdbfbd7bd859a20256b05c01d62a10efcefee3f41a5ac444327157,0.4444444444444444,0.35714285714285715,18,14
deepseek-r1-distill-qwen-14b,6cd75c94129561fec2a83a8ec1db26ebb07ed83fe3ecfa40058e13ec18dcbed7,0.08333333333333333,0.25,24,8
deepseek-r1-distill-qwen-14b,6d432a59722a1897e1a4c9bc5e8720fe013b2d9aece56aa5a4b2f069f85062ec,0.391304347826087,0.6666666666666666,23,9
deepseek-r1-distill-qwen-14b,6d9d2a1b0bf71b7b7dc3055bf9c32c903ac36eff638eb4b4f9eecf9136a25a5c,0.3225806451612903,0.5,31,12
deepseek-r1-distill-qwen-14b,6e7ea24d41636c0d6b24031d9509eba55cdef151e97803652f6255246d67f6f5,0.29411764705882354,0.1111111111111111,34,9
deepseek-r1-distill-qwen-14b,6e9cd55839e48f7ba4db0045e8b900a2a2138c470c255fc3bf2db37cd5efb912,0.5217391304347826,0.5294117647058824,23,17
deepseek-r1-distill-qwen-14b,6f05013fa2e2a0f9aba1c827f9530429aaeb95027fd65a64d3a2df4c923a7f28,0.4,0.55,10,20
deepseek-r1-distill-qwen-14b,75a873bb84385013454f76cb321d520461e1235870c8992d1c6c140fdadaad0f,0.5217391304347826,0.25,23,8
deepseek-r1-distill-qwen-14b,79060cfbdae0da21a9d39a98091f83483804fb27ca059a691dac53ec88d218f6,0.47368421052631576,0.6,19,10
deepseek-r1-distill-qwen-14b,7ae9d650a77dadf4eb190f1a48663e8df4edca15f4cc45fde7bb6b1f04307629,0.46296296296296297,0.4444444444444444,54,9
deepseek-r1-distill-qwen-14b,7c8334ed48a23a23477a0420a96559a0c9ca7e027c1c001207e502263e6c9144,0.25,0.2777777777777778,16,18
deepseek-r1-distill-qwen-14b,7f62af2be077978cd81dc34b712a8de25edb79d77ea97f95dd08ef2889819484,0.25,0.5238095238095238,24,21
deepseek-r1-distill-qwen-14b,7f8093b9d431e0f987bde8199660b80ae806a1ad11e15d4c4c6dfffa363ec8a8,0.8181818181818182,0.8333333333333334,22,12
deepseek-r1-distill-qwen-14b,8125ee3f1cd37c37372bfe0e9ca2e473f66ab64d7c5ec6468007bd2db15a9558,0.38461538461538464,0.2,13,10
deepseek-r1-distill-qwen-14b,81f419f1a178f7f22607af1fefac0127076b6d407489e7d9b270b4e2f9766c98,0.5416666666666666,0.375,24,8
deepseek-r1-distill-qwen-14b,8332067a5de07254705402a552ab8411922f03f36ff17e09e8962d187a4b9be2,0.13333333333333333,0.13953488372093023,15,43
deepseek-r1-distill-qwen-14b,83f833e05b151f74af22c524fdb11db7300c32e36be379f8c5611b336a5e38dd,0.35294117647058826,0.23076923076923078,17,13
deepseek-r1-distill-qwen-14b,840eb763312f772e1c0d00c6074a6c7b8677294c6fe655f1a7ef5fe02d11d4e4,0.41379310344827586,0.3,29,10
deepseek-r1-distill-qwen-14b,8436b05a3687fe728e709f28df29263c798e98af29b36d79515a8fc83fa6f7c7,0.5945945945945946,0.4857142857142857,37,35
deepseek-r1-distill-qwen-14b,8466d416a477c21b4252e8d11ff069a5aef6e3219ac53bc2b7e1ff02653a8a44,0.4117647058823529,0.375,17,8
deepseek-r1-distill-qwen-14b,863d5a5ae3698b3d5c6ef2b0e90dc6c2bab149f69561d22c6a2d86a5ef639153,0.5833333333333334,0.3125,12,16
deepseek-r1-distill-qwen-14b,8aac678f438be6b7be65ccea48235723c81c7af267ecfef080ef50cc0d6a5449,0.23076923076923078,0.4,26,20
deepseek-r1-distill-qwen-14b,8abd424721691b43d388326ac7e84722266ef908c52ee4b712e5f85ba049653e,0.14634146341463414,0.17647058823529413,41,17
deepseek-r1-distill-qwen-14b,8b49b9b74fb8e37871fb2dadc65d629fb702e681775a0212a05d62546a1614df,0.5921052631578947,0.6,76,5
deepseek-r1-distill-qwen-14b,8ef2fbad0298df18fd9ff7de270e8422269a870a8c7d19b0f3c79032f1776aab,0.5909090909090909,0.0,22,7
deepseek-r1-distill-qwen-14b,92a35aba5f0cec62a9b327e0e176532e38ae04f8637caa9b3598f4518f443a63,0.4444444444444444,0.375,9,8
deepseek-r1-distill-qwen-14b,94106033bbeb8ffd9e6630f2d949b575ca3a9621e716b6121d317878790096ee,0.5555555555555556,0.2857142857142857,18,7
deepseek-r1-distill-qwen-14b,95e317db14a05210c846dfd577ba183a1a277b1fbba82523a15a362b0395504d,0.18181818181818182,0.45454545454545453,11,11
deepseek-r1-distill-qwen-14b,96787739d2216916e7283f5bef3679f554e14eccc76d7d8e16db9d02808fd7dd,0.35714285714285715,0.2727272727272727,14,11
deepseek-r1-distill-qwen-14b,96f36fcf2b07253489263177b2a69372a9f4cd1cda469a4274bbd50e82d1345a,0.4444444444444444,0.47368421052631576,9,19
deepseek-r1-distill-qwen-14b,978d2c058622d87fba2e0e951c4a5e95fbaf58250b33d0e88f163d70f4b1a4e6,0.9545454545454546,0.8888888888888888,22,18
deepseek-r1-distill-qwen-14b,99366890345f78363b02433b13aef30868f1561a76219af3548d88af0e40f670,0.4,0.2,30,5
deepseek-r1-distill-qwen-14b,9dc6ce064e516dde7040b38f296d7e2b12ab7c367d5f3792f7c7ddd3c1597d71,0.875,0.5,32,6
deepseek-r1-distill-qwen-14b,a08d8e29bac66c6e87d3f266f44b5d9a7cd33035fdd4ac1c9491725b400563d9,0.4,0.5833333333333334,5,12
deepseek-r1-distill-qwen-14b,a11823e4bd8d4c7f7bf8fcfc94cf2ac23aaa15d745ac847a0a5c496777b9b9a4,0.6842105263157895,0.8888888888888888,19,9
deepseek-r1-distill-qwen-14b,a2963cc902fde55ee58cddffb3ac66ae3ff63c00b4a5e783ac973ccdf732bcef,0.038461538461538464,0.29333333333333333,26,75
deepseek-r1-distill-qwen-14b,a55a82c7d98cc781c43b1d4f3b08cf3ec37ea3857e73bd59e8affcd7a4d94d8d,0.5909090909090909,0.7142857142857143,22,7
deepseek-r1-distill-qwen-14b,a6aaa918353376cabbab7845066428571169b2883ad5ff04630aa09efe22ca82,0.5853658536585366,0.2,41,10
deepseek-r1-distill-qwen-14b,a87d025d517f56d2039c8613427d1bc718cfc3a98553b3fc87270128898eb442,0.1111111111111111,0.16666666666666666,18,12
deepseek-r1-distill-qwen-14b,aad7b40be83afbb7b31299cb9640ce9d954d0729873c2f4a7442739ad4e3f56d,0.9047619047619048,0.5714285714285714,21,7
deepseek-r1-distill-qwen-14b,ac1be2f0984f2cd94b8fd6803c8d7436dadd3316d4d566949f6116e4700e53c6,0.5,0.7,14,10
deepseek-r1-distill-qwen-14b,ac95af191c33cb6e23571ce1c189accef1e78a1fe17ccb8e29ec6b0c7e9549c9,0.23076923076923078,0.5185185185185185,26,27
deepseek-r1-distill-qwen-14b,ad5a3126ceb60ff49e64300a35ee0cd2f1793f86ef2d937fa6e206cf0bbbda23,0.3442622950819672,0.1896551724137931,61,58
deepseek-r1-distill-qwen-14b,aeabe81f6b2df42615fcc6c452b0cc67c142d6ef860c3baa72de9bd96e4744a6,0.1875,0.35714285714285715,16,14
deepseek-r1-distill-qwen-14b,b165bad93b700c64e24943eb4f9781b0c93523bfa830467d6b8788e7125831e2,0.3870967741935484,0.5,31,6
deepseek-r1-distill-qwen-14b,b32a4a16df3cb1ea7cf4c76c52c791eba7b068484fd34bd682745ea71b808011,0.6,0.19230769230769232,5,26
deepseek-r1-distill-qwen-14b,b42850e327673788c35b3bd4a4c00a302d25d4ccad81ba16ca0578e421da0dc5,0.09090909090909091,0.3076923076923077,11,26
deepseek-r1-distill-qwen-14b,b4c3869a3078a87fb2e7741d80710491d579e1991bd1115d69e11fb29ba3be33,0.4,0.5,10,6
deepseek-r1-distill-qwen-14b,b53f3e7ef4c844c2b9d6452d0e5fd3584b379bbc554afd124b08590e581db009,0.1111111111111111,0.3333333333333333,9,12
deepseek-r1-distill-qwen-14b,b97fb20d7ae216574817ba5bcdadb8a1d89e969797904529e4fd55a03a53caba,0.5535714285714286,0.56,56,25
deepseek-r1-distill-qwen-14b,bb9fb984241bccb0bd521c407b930191d0151bded69bdae5f23e9fad526b94ef,0.6346153846153846,0.4,52,5
deepseek-r1-distill-qwen-14b,bd819b7e612f53c34ab274da829424083de766ed13dfe23e9a2cafd3989ce0bc,0.47058823529411764,0.6,17,10
deepseek-r1-distill-qwen-14b,c5b5d239c45c8f511668867babba367d7b01b947c155d0f63a5f3679512ca307,0.47058823529411764,0.5,34,6
deepseek-r1-distill-qwen-14b,c813377241eba784ec4a0d3c70d2ab16069dfce1d3cd4b299c08b4ddaf310f9a,0.2692307692307692,0.16666666666666666,26,6
deepseek-r1-distill-qwen-14b,c8be53fadaa366d44fe04c72a465dbff1eae0e51e3ceec9e919e031c89623a3e,0.47058823529411764,0.2777777777777778,17,18
deepseek-r1-distill-qwen-14b,ca6ee16129e8afca70439d303c1fba762b4aae41dc983356e98450e94f8757fa,0.5714285714285714,0.29411764705882354,21,17
deepseek-r1-distill-qwen-14b,ced8cd87a7163a6479df7d43bc38bf5fc98034d067c0954da13cbf3f7ce13305,0.25,0.16666666666666666,16,6
deepseek-r1-distill-qwen-14b,cef4f35f512a968ee61890e680baab0a843192b1943dc4232cb8da4627668953,0.375,0.2,16,5
deepseek-r1-distill-qwen-14b,d07c95882ae54d5fd134daaf44194b1cb842d77c8eb2a7aaf89e5942de0094a0,0.7758620689655172,0.0,58,6
deepseek-r1-distill-qwen-14b,d1aefd3a02753df68a09876712715d50d1d9bc15e5099425682d1aa3085030d0,0.582089552238806,0.8,67,5
deepseek-r1-distill-qwen-14b,d248e0772fc698302b2488d38c5889f25274639ee4547c518711cffcb7da27db,0.18181818181818182,0.25,11,12
deepseek-r1-distill-qwen-14b,d31086b1796ddba453bf672cdb5e1b16d8a4ddea0f1da6d557d780c7bce4b454,0.16666666666666666,0.4,12,15
deepseek-r1-distill-qwen-14b,d664745d6e523a12ec71d30a0d91c4313798571937dde060a62d0d6d596b85f7,0.35,0.4791666666666667,20,48
deepseek-r1-distill-qwen-14b,d76202ffb865662ead3f184d37960fd82f1280ac235823727fccf3e14b205db1,0.3939393939393939,0.375,33,24
deepseek-r1-distill-qwen-14b,e0d65d06fea6b486edac78fe7241f2d6be94e917bc4ce6af39600a9c3f959298,0.5625,0.3076923076923077,16,13
deepseek-r1-distill-qwen-14b,e19685f39a9b0397b90f8d823c81ce30287897997c3ca01c888e9c53fa3856b6,0.23529411764705882,0.4444444444444444,17,9
deepseek-r1-distill-qwen-14b,e23ef20a61e51167670df0cda6fb10fc70ead71950203cb5f965eff2c89ea574,0.7037037037037037,0.6,27,10
deepseek-r1-distill-qwen-14b,e4d05f0cf5a2a7b4884b9c6349978d8fdd0022048e3e9db8cd615b9e3b340297,0.5,0.5,20,14
deepseek-r1-distill-qwen-14b,eabecfe4fd9f61236559091249787f0d789c9594a1736d73e746973f5b63a4e5,0.55,0.3333333333333333,20,15
deepseek-r1-distill-qwen-14b,efff2929c65eba67cad7632de76684ab97c4d81e17060d0febc340f8d0525673,0.5135135135135135,0.6190476190476191,37,21
deepseek-r1-distill-qwen-14b,f6bb3f2d01d4b50093c8c6ad245b8d2026ec8cafb41b18929f156f395105b92c,0.5256410256410257,0.391304347826087,78,23
deepseek-r1-distill-qwen-14b,f867e87d774230ab3cfaca2259502762b116b08fae91c1c34e382eed72f96f5e,0.8,0.6153846153846154,5,13
deepseek-r1-distill-qwen-14b,f8d097c0f63fe7f53df162333f42be09c919702173c655bc0dea66946ea03834,0.3888888888888889,0.75,18,8
deepseek-r1-distill-qwen-14b,f96010c4b4b171eb5be1473926783e8469e76a633bc0feb3c1818a2c94d238f8,0.6451612903225806,0.4,62,5
deepseek-r1-distill-qwen-14b,fdd1eba11c19aedc879634096536fce9d44293a17809613a645490eaa870c1ff,0.42857142857142855,0.8,14,10
gemma-4-31b-it,00bd7a64357ff0ba93d52c6f5e0af5ccc7c1d8b6b892ab677c5e8de96484209e,0.5205479452054794,0.33175355450236965,73,211
gemma-4-31b-it,0199e2dd092a3d9070f21342247a96603c4648fe5fda2605c046ebd0e87917e4,0.1891891891891892,0.1206896551724138,222,58
gemma-4-31b-it,0b309869da189c64b1ba1ab4a536fab938cb5dc247cf674f0b0c04e623685082,0.2,0.31092436974789917,20,238
gemma-4-31b-it,0b31f91612c0d8b01110009686ae2e0f475fbdc61d7dfac82945a4afd8a3a111,0.425,0.26865671641791045,40,134
gemma-4-31b-it,104eea2dd529f7799d72b9b1238c72feb26a080b0993e05c121b84eb1f5d8ede,0.1702127659574468,0.09215017064846416,94,293
gemma-4-31b-it,1132fca1f9d9ac39a273b6f3ecde62a319f58172921648738edaf4afda8e3ddf,0.28205128205128205,0.23376623376623376,78,154
gemma-4-31b-it,13c944d8ad7eeea45af7e606f363325fc486e745f613159141ea546751fe864f,0.5172413793103449,0.2578125,29,128
gemma-4-31b-it,1e0cb25b0cb039072d8277b5d24a43fd4d9a170ba234bfafdbfb4ffd758cc466,0.14130434782608695,0.1595744680851064,92,94
gemma-4-31b-it,23ba056627ccd5f59ba3cae8148706aeaa8d89c22fc4ebc786b08259e6125c6d,0.3240223463687151,0.12903225806451613,179,93
gemma-4-31b-it,2648a02b90f18b3548279bcbc58a67e216c55dece47990f2b9416a5524e15d9f,0.041666666666666664,0.13636363636363635,24,110
gemma-4-31b-it,278407bff404c87212ef4efadcc531d27741ccb96a91d546afae59aa6f711748,0.48148148148148145,0.28205128205128205,27,156
gemma-4-31b-it,2e9dbff9a41c86d488bf03f98cfc0e6a561787efff54f2c05f5e3083c34777ca,0.3888888888888889,0.28619528619528617,18,297
gemma-4-31b-it,3ccb5946c1d615a67cbddabefc740069d449cae30d6d1b6fcffc89580a7493d0,0.29411764705882354,0.18584070796460178,85,113
gemma-4-31b-it,465253e4053156f064c1e6b6b42d4c4fcd102fe4e41e131521681533e5528ac1,0.18633540372670807,0.11764705882352941,161,119
gemma-4-31b-it,49fca9de0611ac14a06226930cf7db237a6ae9043e77640bce6bef54c8f40ebc,0.3793103448275862,0.2594594594594595,58,185
gemma-4-31b-it,55cb984026926429ce4a8d790541d248eed3580552b2a3c1281a4ee50b4fa4ba,0.36024844720496896,0.22093023255813954,161,86
gemma-4-31b-it,56dc5b0b97186ad62f9841318a704d5af1601b40445a25f308d172f60acb50e1,0.4112903225806452,0.31756756756756754,124,148
gemma-4-31b-it,5a17231de1cc64c2e9736f21b66e1ece7f5577d2125d7671f2205e61ffde9eb8,0.5892857142857143,0.5167464114832536,112,209
gemma-4-31b-it,5b6f6bcb478164dce6031ae17acefd9e9cc146a7cf6b59b861726302d5d0b78e,0.45,0.13709677419354838,20,124
gemma-4-31b-it,60fc6cd9b2f678a1600eb02a314422b16ea74d46599b9e96f05518a1de95587b,0.5531914893617021,0.3951612903225806,47,248
gemma-4-31b-it,63a4a0c41ae2cd5611f5df2030f331c52c7a3f31224c2b0ee676b91c1b5e5cb7,0.59,0.34558823529411764,200,136
gemma-4-31b-it,691531b48a1750ac56542c2b7b436f11eaab6ee13ee7c48b13c2d006a362d081,0.16666666666666666,0.17557251908396945,6,131
gemma-4-31b-it,6f90c62ff709531f94774510b7e6e755b3d07cf2e54109e2d46b1490bf94a725,0.15151515151515152,0.08,66,200
gemma-4-31b-it,72aa5250000f3d4cd1059f861971b28c49d1860615d8bc766e3381d8caf34251,0.08542713567839195,0.011363636363636364,199,88
gemma-4-31b-it,738becf16a16295a73455c7f39199093bf9b13e4683c5d65c05644a907714e22,0.45,0.27631578947368424,40,228
gemma-4-31b-it,73e6c4263c81441b0a9b0a01b4e8a314b58db325909ac1ebd28307296a3de82d,0.391304347826087,0.3597560975609756,23,164
gemma-4-31b-it,76ac6432abdb292ba71273a36a4b407bd05cb0c82860da7996bfa9c3cfd6bd6f,0.4945054945054945,0.3484848484848485,91,132
gemma-4-31b-it,79b3c24f0e81a4f3c4eb6c9c1a00ed5479ad6aa28aa09fbbf7ca6365367d19eb,0.3119266055045872,0.4,109,70
gemma-4-31b-it,819cc1e2baec096224b7e0e0873fa1ded9e529350866a80bad139fac0cd558e7,0.3,0.35365853658536583,30,82
gemma-4-31b-it,83297929cee1efc83d7c18f694b9eebfe66ab294000f52a3633bfd6d99464659,0.45454545454545453,0.2833333333333333,22,180
gemma-4-31b-it,85f5f57ebfba856273fa61c6bdb8a41b14c08ae3046fb667ec60ef4a1d2fb4d9,0.39436619718309857,0.2894736842105263,71,152
gemma-4-31b-it,8909d1c989687df5ea7f5bf1b618346cfa61d84a8abea831a326fc700fd80395,0.32142857142857145,0.27300613496932513,28,326
gemma-4-31b-it,8c6fcab6165ec7b58081dcf2f9b5aebc9c3379b912f37007e1ce9dad98bb01d5,0.03571428571428571,0.06201550387596899,28,129
gemma-4-31b-it,8d4d08f76aed6f0a9af32c436152f5c127a89cfe37647fc3ba0b9ecc72740a0e,0.6607142857142857,0.415929203539823,112,113
gemma-4-31b-it,8e290a007508f3debeb0730bf4f1958ab41a8d42633ecca9792a852d8ccab709,0.3333333333333333,0.24271844660194175,15,206
gemma-4-31b-it,9491c84b3a3dea9669291da18097f225ed3573414e5ce6f4f535a6427a110301,0.23076923076923078,0.34057971014492755,52,138
gemma-4-31b-it,95c9c81ecd49ea0e8e0adfe60558a797c0f92a163550257d91e8b07c1919bc91,0.043478260869565216,0.1206896551724138,207,58
gemma-4-31b-it,9b18a32d62855c780a87b7a6f8307d6951a2432878f75087cc335f1cc9f8909d,0.256,0.09523809523809523,125,126
gemma-4-31b-it,9c641a2d729fd1b8c0026152087070fa64ab4d516f22755a74c7d8411a2736bc,0.35714285714285715,0.2119815668202765,42,217
gemma-4-31b-it,a42eb5ddfacd423a6e67bdd0d6fa2245e2630fbe065cc4b13f92fae979532df8,0.3924050632911392,0.2573099415204678,79,171
gemma-4-31b-it,af3e3703669e449c4a1e9e59b09241bd6ce5d89f9024cb4656d900209b7c98b8,0.12987012987012986,0.10714285714285714,77,224
gemma-4-31b-it,b116d0a1b6cd2a2daa896aebbc562a9940bcbf0dfb0a03335112cb08242ca377,0.36054421768707484,0.2857142857142857,147,14
gemma-4-31b-it,b2fc5ffe73f172290cb85525bb53e8e7b13978d794b4aefdd6a650b6a2523410,0.08163265306122448,0.0670391061452514,49,179
gemma-4-31b-it,b6202e3586c2db593ed348b9c03203b6834187e6659d15d66227890597b0cb63,0.10344827586206896,0.07947019867549669,29,151
gemma-4-31b-it,c1e2e9526b9597a32c0a546d6686745a8dcf99c6fb8c53604c6cb09f0dee8586,0.0989010989010989,0.06040268456375839,91,149
gemma-4-31b-it,c7c3e2d87a28c42384210091f1dacb2a229245206f1a0d3388db2293e25fe85b,0.2857142857142857,0.27722772277227725,28,101
gemma-4-31b-it,ccc3611cdb7e0f2d10e565e702e34edada81b76cbfb6746e01199af8db7bd2a3,0.7916666666666666,0.797752808988764,24,89
gemma-4-31b-it,da041bc6fae7a6cc1adbcc4be5eb5268f73252353d321eac490d14219fdfeda9,0.17391304347826086,0.16883116883116883,69,231
gemma-4-31b-it,e164c9fc221f5549732164926f9ef2a34aab360a24fbe1fac2110c2cecb809f0,0.3448275862068966,0.1415929203539823,116,113
gemma-4-31b-it,e71c36cb8942288ef2d2138d4cdfeb13a6c0a5db078da959c84458d5da7041fc,0.25,0.29473684210526313,12,95
gemma-4-31b-it,eaf4f602ee12a8cba44e4af9c1c73b4232baaced8dbdb984aaa173a60dea1975,0.6,0.22077922077922077,10,154
gemma-4-31b-it,efdaf36a9247a9e700dac739e5fb7ee9216b018d44ea4f2cbc11237c4ac64b11,0.18181818181818182,0.17424242424242425,44,132
gemma-4-31b-it,f29e257334f879219851dc99fbe8929ce662e18a9bed40a9553ac4300a05a229,0.2777777777777778,0.15702479338842976,72,121
gemma-4-31b-it,f47597ea04ee5ba53829ab97548fd0388000fa6e6ff63b2172140fffbfe714a8,0.4583333333333333,0.3333333333333333,120,111
gemma-4-31b-it,f5fc7be053c0cc7cee9b4793505eeca535cb5154b2cd899cc6af848f20b16c73,0.5819672131147541,0.3723404255319149,122,94
gemma-4-31b-it,f63fc593f8d6ebbf90aba9fb6f72b091ed9add9304528874efb91c80a2ca6d1b,0.3541666666666667,0.20398009950248755,96,201
gemma-4-31b-it,f751411534df6e68e1ff9f677a9b520f5bcbd1efcddf4241a261e6a20c7a888d,0.008547008547008548,0.0,117,86
gemma-4-31b-it,fb124bf5a401be89c223234eecbff8cd899fd4b36108b1adf51f862c718b619c,0.6265060240963856,0.4180790960451977,83,177
gemma-4-31b-it,fbcdbc7426d543ddd6fdd65ba526bdc84ad318fc3b97e4eeb38b689efe16c28e,0.5483870967741935,0.330188679245283,62,106
gemma-4-31b-it,fd2a8a0285b29cd378c6d285586322d6b8c44070257de8c82f8d545bf5f34dba,0.8695652173913043,0.8947368421052632,23,76
gemma-4-31b-it,ff854d1421448787c68c3693c889ec5ac5d1bebce94442d70fa2ae416e54cdff,0.32142857142857145,0.25301204819277107,252,83
glm-4.7-flash,007af9e13451a3dc0ad41554d420d15729aec5ac4e2c7f9c602841fb2b2af76a,0.0,0.21052631578947367,9,38
glm-4.7-flash,009cab8d8ee8cd84678fe0391eafff51a8592b8a75c651ed3f29c8393605715c,0.5813953488372093,0.5070422535211268,301,142
glm-4.7-flash,021c663ef67d39834a5924a92b33594386f595155aef014fe4c88355849c3d6d,0.2719298245614035,0.5,114,36
glm-4.7-flash,05e8b723f7ac07382910a014e2d3f7a3c5e8bee44211511a158da125c7794fc7,0.23076923076923078,0.2,65,85
glm-4.7-flash,0776ce0ea835da2281c6f4df2280eea0fe3fdbf1fbbd7bee126a87d82eebd885,0.1452991452991453,0.11666666666666667,117,60
glm-4.7-flash,094757b64dfefa987c316ff904fcfad036356b5c47d0fd1dae43ecc652408937,0.4,0.23225806451612904,55,155
glm-4.7-flash,0b01fc68368eb243316b9c561190d6fced77057ec62e1376e8047b9f47006aaa,0.5957446808510638,0.5462555066079295,47,227
glm-4.7-flash,0b515ef8dfc2d07559388b3433c8466dc06ce074cfe06b913d58255cccf4ceff,0.23333333333333334,0.2717391304347826,30,92
glm-4.7-flash,0b5a1f396eecd13636044ab491984fdfb254465f8fdcd0146a725ff5bd987576,0.4791666666666667,0.3322884012539185,48,319
glm-4.7-flash,0bc3b0aae08da273a96feaf6f875cf38dd64206d99009562cfa65cdfa1ba9e14,0.3511111111111111,0.2716049382716049,225,81
glm-4.7-flash,10d16d1035218fa1888612333473588066552f0e5786f5c3c4aebc51174d6228,0.5882352941176471,0.7142857142857143,34,49
glm-4.7-flash,118356764ff8814af26e0a796dc37ed0834270346623b32d872ff253a56ef83d,0.4146341463414634,0.2,41,50
glm-4.7-flash,1466d4cce58cf59181cbb3bf928f34db8a02d6aa27a2fe5d391ff0a399eade2c,0.2926829268292683,0.3170731707317073,41,41
glm-4.7-flash,14a9b7522b4cb2610599acb324459642a60f0dae90a3b4419b89c1bca9e7b611,0.4411764705882353,0.23943661971830985,34,71
glm-4.7-flash,168756db524f831b277f4bec029aad978f50b98fce02f7917b365afd190c8ac3,0.3194444444444444,0.368,144,125
glm-4.7-flash,16c1ebefd8ac68a88bffa93ee5739adf0e32824e84568839357476aa6e2104b4,0.5,0.4166666666666667,8,36
glm-4.7-flash,1791b5666d38dfa0b4929aab09d8329438bf086abd4c6f71c017c4a8536c8135,0.35714285714285715,0.38095238095238093,14,42
glm-4.7-flash,1820b90c15f1fb29e10fa4e167b572e068bf58538b7e136f8f7f2f53f980173c,0.36363636363636365,0.2604166666666667,66,96
glm-4.7-flash,1ad07400b2dad6ab74fb94a1e9aa3286d662753f691ea8b4ea007f608768e068,0.46153846153846156,0.5526315789473685,13,38
glm-4.7-flash,1bbc1062230223ab05c0b7d99013c8209df442c32d5811380c62ad52f3428591,0.37662337662337664,0.4444444444444444,77,81
glm-4.7-flash,1c8db804d7c7a8df06d94e3b7f51205dd6193e95aa253e4a65f52c88277ee0a2,0.25806451612903225,0.2962962962962963,31,27
glm-4.7-flash,1d86c8b0ee5e0f1e39805124213d476d7973156e22d224fd55720bb7014efd75,0.4642857142857143,0.4835164835164835,140,182
glm-4.7-flash,1eb610e35a9050ab0d44ec038d5227aca0f8124f4ba219eeea3406a2ec626daf,0.5121951219512195,0.4155844155844156,123,77
glm-4.7-flash,1f1d1ab36785ddf2aba9420c7c6bc14e3f59f7abee2ece61fb6024f30fc36b61,0.9166666666666666,0.76,12,50
glm-4.7-flash,20dc2da23790f9c08879d97ba58ceba663f796534a9c74870cb812f2b407f24c,0.5384615384615384,0.43119266055045874,39,109
glm-4.7-flash,21a0949470ff49e5359f919ef1165a35323ff0fe2e011b2aa4dd18029a2018d8,0.34210526315789475,0.3607305936073059,38,219
glm-4.7-flash,26020ff46f6067196f17030f225e032c20632f0d5d37caf8f980e3b91667836a,0.36363636363636365,0.5833333333333334,11,48
glm-4.7-flash,28230232e6648f24ffe20fb796feac7f198b75d18a39ea69014e085c407aa3a2,0.0625,0.07692307692307693,16,39
