model,trace_id,pre_rate,post_rate,n_pre,n_post
gpt-oss-20b,acf8ea31f8c0f12ab27461ce09a8d9ac30738d4eead8f89e359c905cde86bf2d,0.28308823529411764,0.07142857142857142,272,14
gpt-oss-20b,afbd476b9148f3972cd8556e179adadde175232a99fcb75c9a54e2762aac76f8,0.9249146757679181,0.9333333333333333,293,15
gpt-oss-20b,b042057970171d07f9abca42d9b8eb2ce9b9eb7c5186256da2d99893680f33ae,0.5357142857142857,0.5833333333333334,56,24
gpt-oss-20b,c17af6163787e8bd9173608bdf051346ce451e29eac35425a32a9eccee5eae76,0.8148148148148148,0.47058823529411764,135,17
gpt-oss-20b,c2d78c9c4f4d160de27c5786324c82dc06e7a91197b2acb739da7c1842d4a88d,0.39080459770114945,0.4444444444444444,87,9
gpt-oss-20b,cdbb808fba92cab4a2f4d9f4ab5c462dd183766353c06b4dacd3d7fc01b232aa,0.42424242424242425,0.2,33,5
gpt-oss-20b,d2269d953ba39d2fc365b07657b9e65b55820dd623bc92b0b4aa4c8e9e71fd35,0.4074074074074074,0.3670886075949367,27,79
gpt-oss-20b,d43f3adb4adb1b20578cdaa55fdee7a1276172049c2728a0862cfdb4654f219d,0.19318181818181818,0.14285714285714285,88,21
gpt-oss-20b,d50a4b05d5cfca6ef997000b2e57e3b7a4781b06a09ce925516983df5659ae5d,0.4444444444444444,0.25,18,8
gpt-oss-20b,d748dc38318d7a3b0caa0a3dbe7e68ab14ed82cd7b9ac8f0fb313167bdc56fa5,0.43902439024390244,0.5714285714285714,41,7
gpt-oss-20b,d749b0e15c1d61d8a1e27c6df371705272ca10ebe22339ad4a800444ac574bb2,0.36666666666666664,0.16129032258064516,60,31
gpt-oss-20b,dc135879e2c3df146c3fc33ac7ad29c97843f80d6e9c15fe7071482c40d5a7aa,0.8064516129032258,0.7142857142857143,31,21
gpt-oss-20b,df62b497c8a75900705e15ccdbfc560bcdebeeadc89475a41d9c905e21985c8f,0.8333333333333334,0.6046511627906976,18,43
gpt-oss-20b,e0c03b428e6a24878e5cf2d8fd1ba8e9971c12f8cfbe389f2a67617fe835734d,0.5714285714285714,0.6060606060606061,7,33
gpt-oss-20b,e12b10f87d5dbd563dcadae3e710196771d535eff70b977a962fb961589cc0e5,0.5483870967741935,0.6578947368421053,31,38
gpt-oss-20b,e3670fbe293f20ac35a945edf492aa6bc673181d989a865febc41289fbff8ea1,0.3333333333333333,0.2,36,35
gpt-oss-20b,e5a36505b67d6e68357d4a75d881de284a85dd5cb36099e485927641e63d1c06,0.48148148148148145,0.0,135,5
gpt-oss-20b,e5b21b2235f9838db49c605a9ef3816059e6a6093d343e520b3f4b73cc5a853c,0.3347457627118644,0.0,236,7
gpt-oss-20b,e919eee5675823ea1b6b14e1293589e406dd1419babafeaba214d83569e6111d,0.44285714285714284,0.2222222222222222,70,9
gpt-oss-20b,ea6a1013a899a1b530a1a459655b600d0805f49a7f4dfb3e429fec34521b165a,0.39267015706806285,0.4576271186440678,191,59
gpt-oss-20b,f152c73c8d1a5237734226f8c24928ae2514db8b9c3bad982256001e91f3a926,0.5106382978723404,0.5909090909090909,47,22
gpt-oss-20b,f3ce225c01564d489f475adbf955a751ed38250460c12c489a94769a0e909d1d,0.30303030303030304,0.08,66,25
gpt-oss-20b,f3f726d80d26f714d232d1ed41c87c2170bca026c6c468941e25b5e794ce464b,0.4245614035087719,0.20833333333333334,285,24
gpt-oss-20b,f88c313b315cbdc97ada2e3550c2e7fdb4b34bf962d3f3a6a88bc8e85e9b4b42,0.49122807017543857,0.16666666666666666,57,24
gpt-oss-20b,fb30dd291524c3d5d413bc7b80bf5ecc14bc096d040738843641091bdc159ac5,0.33739837398373984,0.18181818181818182,246,22
gpt-oss-20b,fbefb1bfadeead840f5718d093833825dc944808151353ad00b27402f4901f91,0.3963963963963964,0.47368421052631576,111,19
gpt-oss-20b,fe93713644c4b7ad29458785be945d8ee1091cf2c001ab197e7448c36890d257,0.3333333333333333,0.2361111111111111,21,72
gpt-oss-20b,ff0b2cb96967c2958ac387c5da40947605b989baa089dc26da04cec9c8d01d24,0.0,0.0,5,33
huatuogpt-o1-8b,049ca5fd120f55d554e6502b82179d8d7ed1d3064c93f25fbfd0ea968ea10b30,0.21428571428571427,0.5,14,6
huatuogpt-o1-8b,04c396dc8fda8ec640b8eb0853b4ef7a77a5e58f96d3c02116ce6aaaa75a9c17,0.21052631578947367,0.5,19,14
huatuogpt-o1-8b,06303355bb5ce7bf40cd00b684aaf74d9886404f171b6d54df0bde2d47febe4e,0.05555555555555555,0.16666666666666666,18,18
huatuogpt-o1-8b,07edf1cdc6987cc5bd347fe4198f68b1655775397e366253405e9b17d4522e85,0.8181818181818182,0.16666666666666666,11,6
huatuogpt-o1-8b,0b1ea8b43951bedc387f4aaac25f666294563cdde1e7f5ac0442e6ecfb95c706,0.2631578947368421,0.09090909090909091,19,11
huatuogpt-o1-8b,0bc6ddac0b55995ae961a3320695f4f9747d7423d855d1eda7b51b2c11c3b2c5,0.13043478260869565,0.3333333333333333,23,9
huatuogpt-o1-8b,0bd8dcda197e5272590ff83d0eb3606ac7a6653ceb73503293b694a9a4afbb93,0.5384615384615384,0.36363636363636365,13,11
huatuogpt-o1-8b,0ec104b3d7fde07035a17cf997bfc94872ab4e7329c53f698ed55c4adca9ff54,0.35714285714285715,0.4,28,5
huatuogpt-o1-8b,0f938ac8f9b3d7f234d07b06b32806be7600040268ac9e09455bb3bf3e22a068,0.2222222222222222,0.36363636363636365,9,22
huatuogpt-o1-8b,106224662398bcc14a5da04004afee194cca44b2e8b115a610eae4639c3d2c92,0.16666666666666666,0.25,18,8
huatuogpt-o1-8b,1c5608dc13fc229240771ab9e56121b13fbde5c8d833b1bb849420f29b4fe156,0.3125,0.5555555555555556,16,9
huatuogpt-o1-8b,240e24a9768e60c93fa58d5810286bee596b65ce9c757765746bf08d7f0e1fce,0.41935483870967744,0.6,31,5
huatuogpt-o1-8b,25a83d7ae3f3a3144c9392f691a35347ef2d925681ca198b3ceda4ba39bd6e55,0.15789473684210525,0.4,19,5
huatuogpt-o1-8b,27e0f6b8a8de22fcf9a18c34486b4a9c51ee9c6df530570ff42a4d08330ef360,0.6923076923076923,0.5833333333333334,13,12
huatuogpt-o1-8b,2a6f93cf7b6302d36b4e6aba8e9d524faaf132f6ca5efacad632f60f7665ae75,0.3333333333333333,0.23076923076923078,9,13
huatuogpt-o1-8b,301dc981d256f32fb9d521983cbcfd27ded81e55e4362312b988f2a32c36b4b7,0.0,0.0,8,15
huatuogpt-o1-8b,33bb02a63989db8cca913d973502bf2ccfef5a5bce28c92a1947df8fdec99c47,0.2,0.0,10,8
huatuogpt-o1-8b,3bcd01e00632e4d5539b2ae948012168e1ba70a0494a2ddb167e496031cdaf03,0.5714285714285714,0.3333333333333333,7,15
huatuogpt-o1-8b,3ff1d62678a55b339c727f36fb359b374c6edede9a2722e1476c7ef622bdb8a3,0.3333333333333333,0.3333333333333333,30,9
huatuogpt-o1-8b,49d111e66a069cd68251d4d84437198da6941a6c563010600c30a7a1f44d552d,0.1111111111111111,0.25,9,16
huatuogpt-o1-8b,4aee4ed6e1c0b134a4426a8d6277cf0cba8c163b47e1a07ef5d5fc1e8cd2e060,0.25,0.4,24,5
huatuogpt-o1-8b,55e75cbfd7e168f3a73e20f61369d5e21af5371219bd271dc24ffc88ba23beb7,0.4444444444444444,0.0,9,9
huatuogpt-o1-8b,578f49c1a5a2f983de3e2262bcde391e55572e75b3df5bf68b2069fb37192789,0.43478260869565216,0.5,23,6
huatuogpt-o1-8b,589a88df2fdf95847ee1138776737a4aa16a55fefb5053316456e79dacfb44a7,0.42857142857142855,0.4444444444444444,21,9
huatuogpt-o1-8b,5f3f86f8b4985b1d2a5855c6a27e249d2f5a89e306c13ed22cc8fccb50843af0,0.16666666666666666,0.5454545454545454,12,11
huatuogpt-o1-8b,5f80ecf6c9c56c4fbe57c6fa3129f47c003ba138bd45a5d890b6db9dcd737298,0.45454545454545453,0.4444444444444444,11,9
huatuogpt-o1-8b,668960e057c5a07be594d8de5413e53cd3ab2e2b5f3645e9b873bbd357b54623,0.1724137931034483,0.42857142857142855,29,7
huatuogpt-o1-8b,69431db8585cd5b9269a4cd069bd980abe7b458df6c935e762fa83d477c1d239,0.18518518518518517,0.2,27,5
huatuogpt-o1-8b,6ddc4d9b845a8a6f82ed9c35617642dd5d99b67a25fc258fb90f6b7650dac31c,0.14285714285714285,0.07142857142857142,14,14
huatuogpt-o1-8b,6e6ad406f934d97f4d244d49356dcb03da3a9bc995d9f082b678bcce666e6511,0.3333333333333333,0.3333333333333333,15,6
huatuogpt-o1-8b,6faf37d361d9e7fe7fe77954851302efbdd3828e739f5d99fbc18fc82e319e86,0.19047619047619047,0.4,21,5
huatuogpt-o1-8b,7106553b91865258a620d897eb8899f1783424b57c5cc74b9c5149942389a9f0,0.4375,0.6666666666666666,16,12
huatuogpt-o1-8b,754d26f4892cb5f10170ff4561adc5adcd28d77bc53b2f704cb2cd9ff48367c7,0.2857142857142857,0.3333333333333333,21,6
huatuogpt-o1-8b,7b925ec1ca477d0b49027082894bac9edfe1ddec678bc56c1ce14f7a624aa20f,0.38461538461538464,0.0,13,5
huatuogpt-o1-8b,7cb0e86121b19b7b04eed95ec6517c5b4e48c71772dd03ebe01e727484f60319,0.6428571428571429,0.5555555555555556,14,9
huatuogpt-o1-8b,844021340aa342942dce4cc2b3676e44081bd408e7f99e87c70d5d3b181832ab,0.8571428571428571,0.7272727272727273,7,22
huatuogpt-o1-8b,8a61e1982f92c5793959115504d30f1c05145c316e17883718b9adca6bd4c08f,0.46153846153846156,0.7142857142857143,13,7
huatuogpt-o1-8b,91b3e60eaab16ad66c7a13896f70ba03484dc0488ed8e2e15da49f18f5ecb962,0.30303030303030304,0.4,33,5
huatuogpt-o1-8b,97d47b4157b050a2b5fbc5a42fe46bd87e6c3c3dfe1cea26421487ad00fbf8ed,0.7333333333333333,0.625,15,8
huatuogpt-o1-8b,98dedcbffda6f9fbfffb2c4e02a53ba79dcc06e84596ebcb0bbbd24bff69cc6c,0.06976744186046512,0.0,43,6
huatuogpt-o1-8b,a08f2060ecbc2fb36b7296076370682cdd3a019dc2582e3c021b0555d606491a,0.07692307692307693,0.0,26,7
huatuogpt-o1-8b,a74dc110ee06d6fa334bb32b9dfe10921a0bc5d1602b96f9320ddf82fc5f615f,0.08,0.4,25,5
huatuogpt-o1-8b,ad09c7288057ec66f44493e19bd69df7dab2d8f4130154b3b19768b3d219c650,0.7333333333333333,0.4,15,5
huatuogpt-o1-8b,ae35cb635c85bbba5e2a16cec784b12eb25771021d8f46965813ea7bfd185739,0.29411764705882354,0.5,34,12
huatuogpt-o1-8b,aefbc532e591220beed896008fb5eaa78248433822a1a7a20b7ef33eaa1e3e82,0.3,0.2,20,5
huatuogpt-o1-8b,b05cc8de02123a90861d8344f06b1d7e3d418bd4b238b9d043b224040435d468,0.5,0.3333333333333333,12,12
huatuogpt-o1-8b,b5c639fa45b8bd2884ba087fbf39b51809352ffc1b8a60ca95f43a957eb217e1,0.5384615384615384,0.4,13,5
huatuogpt-o1-8b,b7b2f5c67beb96e285575e94e0abe0c0dc371c6f7a06a00d4a9ec02d6852fb24,0.11764705882352941,0.23076923076923078,17,13
huatuogpt-o1-8b,be5b742a5e0e13c623922dcfd1f0ae05ebd64e7a77c6e453923a221b932fdd76,0.15384615384615385,0.0,13,5
huatuogpt-o1-8b,c14140b04400b2a0e19da9bc8cb4e39cc62f7e8b11a3792f1122748454df550b,0.46153846153846156,0.2857142857142857,13,7
huatuogpt-o1-8b,c165aa020132fc321c3f21f6e05136fa89fd8f6af857ec32847806e1a115fb96,0.0,0.08333333333333333,6,12
huatuogpt-o1-8b,c29914b80e5c39126e54788cb07cff3737cfd7db1b0f9797a7edee7243ef6bea,0.16666666666666666,0.2857142857142857,18,14
huatuogpt-o1-8b,c9f5ece3616032a7bb115176628e383628bd5ecbb2090d829ba9c0fad2f94b4c,0.3,0.23076923076923078,10,13
huatuogpt-o1-8b,cf4960bad01f4654555149823f999008d9f9533482327e97f56ba5f7f8079133,0.25,0.3333333333333333,24,6
huatuogpt-o1-8b,d0475d1761fa01f9f28de6f8c420aed576c48abcfde11da59bc15f38728600a9,0.36666666666666664,0.5,30,6
huatuogpt-o1-8b,d0ad038d2f528d1708dce2d3158594a2f64618a6c7a0f12e93a6710d32a99ee2,0.2857142857142857,0.5555555555555556,21,9
huatuogpt-o1-8b,d3bcc5c2bb5e8722ada5e37ee1a7d09d54b9141115cf745fe3b1e00f4d7a569d,0.3333333333333333,0.4,21,5
huatuogpt-o1-8b,d3d8dfd2f7259bc4d0c675cac635e2fe7e1077c774d429ed3e4c95301f0e3fe6,0.6666666666666666,0.5,15,6
huatuogpt-o1-8b,d6de8b1dc221b1b4e157ea6961c62d1665eb129505835d72f4a3e88e320eb99d,0.0,0.0,22,6
huatuogpt-o1-8b,da0d2662043839a9a2eef46d531b975c386b2aa812b90327e16cc557d5acda79,0.3076923076923077,0.4,13,10
huatuogpt-o1-8b,da7e9787c1f41f7f46fd13bc5d8ac833b4bfc6589facec5bd9b4f8bb2ff3e3c1,0.2631578947368421,0.6,19,10
huatuogpt-o1-8b,dc9675a71b089ea8b6b10263da7a214ab767f5936a1d290d63c3454e62dad72d,0.2857142857142857,0.25,21,8
huatuogpt-o1-8b,dd131ecb376ea1f35a8e9ada1d7bb5365444d800b5e41cda091e5cc87fb68984,0.07142857142857142,0.3333333333333333,28,6
huatuogpt-o1-8b,dffbdb0c97cf47d63bcfaa3df043995fbc71d51d96c5f9b8ffe1bf1c0e5cfc23,0.08333333333333333,0.125,12,8
huatuogpt-o1-8b,e1ec7c8ae71bb47ffd27ef8a1a184575f8f3cd16db531a264744ec7556dfcab8,0.25,0.17647058823529413,8,17
huatuogpt-o1-8b,e35d2c84898ba4c087cecc893bcd7a1ea343f562ea28afa62d434d7ff4c3b270,0.34782608695652173,0.3333333333333333,23,6
huatuogpt-o1-8b,f2a23b9c0975f5dcd01b78b61394570d63fbc96cb1b2145c6469b112fa3ad230,0.2,0.0,15,10
huatuogpt-o1-8b,f8c6310c4891334b943d7eb9145e68cbfbe6392c939300ac9cc103e88a93db5f,0.08,0.0,25,5
huatuogpt-o1-8b,faf618d9c3bcdd9545c7f41e3e0014f78dfa0810f30ca3acd02679bfbd5a34c8,0.16666666666666666,0.14285714285714285,12,7
huatuogpt-o1-8b,fd32e04c7f77b8174c04d85f43b0e0d7bcf707ab8fa744a4b2333cb5b454cb5f,0.5238095238095238,0.5454545454545454,21,11
huatuogpt-o1-8b,fea658d1e915f74e20c5b6e68f1d950daee61114be475170d4a29a2a15b752a2,0.0,0.0,14,6
qwq-32b,001725222645f22ffecf37043e46a4cd7629e5451e0fa8a0cdf8e38faa46cf1c,0.21052631578947367,0.2857142857142857,19,7
qwq-32b,01b38155460682e6f4397689a49df5dc091223a0d60b1b81586d5f34dadad078,0.6470588235294118,0.6111111111111112,17,18
qwq-32b,05d79f349b0fceda9b78033afb1b7118166896849c08ce0ec7b61d8f1966707d,0.25,0.2661290322580645,40,124
qwq-32b,065db248c7872cc1813f1bb530cbd2e9aa11cbc493563f832e3fd0000ee9d9a0,0.46,0.0,50,13
qwq-32b,06ada615d3cfdf2079d35bd4f54bae0b92bc16423d0cf6bab37bc9faa1e1429d,0.33962264150943394,0.23076923076923078,53,39
qwq-32b,0a32b21977ed520d6d36cb2368fd8a48dcde03ce7c7b8f84d5a9b55b4f640a0b,0.3333333333333333,0.2,27,40
qwq-32b,0d6225c635f3f4a946baa6b25634f40659c65fc9a3a9b1cc3d1fe1ee8fe1bf7c,0.3793103448275862,0.44594594594594594,29,74
qwq-32b,0f7620dcf9b1f5b55edebbd68fb8a20dbf56c121c7127e594dd84367d775b944,0.26666666666666666,0.25,30,176
qwq-32b,0fd01d1d4eed81452d21fc4c274d55209d3e7649e2524a1b2f1fc6789b70f539,0.25,0.3333333333333333,12,12
qwq-32b,0fd3f3888c2b5247b86d67303acc7c9b7a1db5842965acf55567e851d2cd7a50,0.24489795918367346,0.2,49,40
qwq-32b,11eabedc3e0195a49aa4ca985e23b03271f73da56c37f7b1e0856c86001fbf46,0.38064516129032255,0.4,155,10
qwq-32b,127cd3b88c8860f8da2eb5b50209b6340ac2599e2d756309983e1b98126cf4eb,0.5714285714285714,0.3548387096774194,21,31
qwq-32b,14531725a85e291b4787fd2017b416e6563d6589fd2642fcd567ed4fa7ce8adb,0.45454545454545453,0.3403361344537815,11,238
qwq-32b,152bceb94386f7428ad239103bd805252a584ebe0793d9bd6d5ca0254872d4ea,0.25,0.6923076923076923,20,39
qwq-32b,162bc2b0026b4704032f14c4cc65c718ce34dfa22319f43f9049d7a1bb6da2de,0.5263157894736842,0.25,19,24
qwq-32b,166282b52bd85aa40d4c13b1371d9f7cd95fb467e75eae04238bd4674e8f6398,0.25,0.15789473684210525,100,19
qwq-32b,1a0d72a323a0ceb564bf7435f414b0a4fe032ad94e1a7650eed62bf3ca4eaf20,0.36363636363636365,0.3026315789473684,11,76
qwq-32b,1a5f4d0358f3c3dbb2dca48de057da16bd780173f5584940491d338fa1c62925,0.375,0.42857142857142855,16,7
qwq-32b,28caf5136b13426bbf73b864feafff65df84172206b939d3c53a158adf75b854,0.625,0.64,8,25
qwq-32b,29ede6860bc6755beb12eb33ff698a9d921974682ff9fb7a3dbe8b7e1a7958bc,0.3287671232876712,0.4,73,5
qwq-32b,2a80a06aab1a4df3a76c0cd59189358e9d52394185501db23de37294e2bd9e24,0.5,0.48,24,25
qwq-32b,2ef032c80ceb4187744b2da97ea542cfa04b0eb68fac8200e613e67b01bca2b3,0.75,0.696969696969697,16,33
qwq-32b,2f0e9b69bb08bddf173fd62b8c86b9aeaa1ff0d62946bbe39ea462d5c3b39f2a,0.3076923076923077,0.3333333333333333,13,33
qwq-32b,2fd44b7bb33771cf3b583196ba31b4894f20269e24f82b5fe7e48a3c4c670fcf,0.21428571428571427,0.2903225806451613,14,62
qwq-32b,3669ab564988e9dc35f55fad8015b993a5cc3268dbc17b0d918cd554c66037c2,0.3333333333333333,0.3793103448275862,21,58
qwq-32b,38dede87a6d65151bc0e42c0e452e4cd252fda99ebc276bcd6cb4c7cdf510e24,0.4636363636363636,0.3,110,10
qwq-32b,39f7691a2e9dcf69852d21840d66bb53d9c82d33e1c9f1db000b9ff4e59833a4,0.2857142857142857,0.45714285714285713,105,35
qwq-32b,3ae7b678f547d4f9c8f7530ae4129a13549cc3c3cbee46e3711c6d877810e8ef,0.8235294117647058,0.5,17,64
qwq-32b,3c77db07dd2c5e5d327b2f5c7fa2e8342d053175285459f1e779f75b74798ef6,0.175,0.029850746268656716,40,67
qwq-32b,3cfdf67d7f98c8fe484011b5ebd26bf93f87498955b895bb617ad07b13aceadc,0.7142857142857143,0.5925925925925926,7,54
qwq-32b,3e1965def37b6b66e76d94f0ca7252620a68634bc577575c189fd3638aefad09,0.5,0.5161290322580645,8,62
qwq-32b,3fd12a80b2e2d7e841a3d19adb9a1e4a4227f4fadeb3340b37da00a85c40a1bd,0.45454545454545453,0.29411764705882354,11,17
qwq-32b,40b1c3da129ab2d1b9804a7d8cae9c65f842db1cb5bb234f3dc6155026633d4f,0.4,0.2857142857142857,10,21
qwq-32b,415871ced5003659f932b3f34296b2d48e763966c9fb73dcdaa1b1b7299ba8a1,0.6,0.5555555555555556,10,90
qwq-32b,4cc196cb3b957994044fe16b7e6c862d499709b1f53b817927f0a56584802bef,0.5,0.2727272727272727,146,22
qwq-32b,4cc349330183586d5a1df970711afb9b65e2e7fa2a5d2683bcc2cc8199010222,0.21052631578947367,0.4838709677419355,19,62
qwq-32b,4d658f9a872d08b53eaa250f7f55b21fb1a0aad831f32778be264820a96a5d9a,0.38461538461538464,0.3333333333333333,13,24
qwq-32b,4e5e9a42a71f76d618356a0a3980cdc84bcf2af2f04f2e5e136996f0086e2344,0.11235955056179775,0.24,89,25
qwq-32b,55eea4b0633e4dc2a7f373330ec81d48c3cb996da11d2efe29a218cb0c12d7a8,0.5384615384615384,0.509090909090909,65,55
qwq-32b,573044d97b28cb6d6c1f7601b77e697f42b6f507eb6a272e4c8c6120d1da7582,0.2,0.5357142857142857,10,28
qwq-32b,57f9accde3580e0dec23f3e2753076b1be0951c6136228c3ad6025616f280e9b,0.5869565217391305,0.6666666666666666,46,15
qwq-32b,599586631ef912413fcef9f30c12b69cd5dd09fd76ea9e63829ba758f7a57f8b,0.23076923076923078,0.2,13,15
qwq-32b,59f2cbe77f62b8ae5a179afdc3a8f6f588ed2fe7f8cda82b74eccf5d2ebe45d4,0.47058823529411764,0.32608695652173914,34,46
qwq-32b,5a8fbbd2d8cd7de03b99aaccb4e85e344c5ae5c08480e4f476e4e63421ce4107,0.6875,0.42105263157894735,16,19
qwq-32b,60923ece7812676a4fcfb8fb5fdb76165dc6bc4313528b23f6c857d9314a6ad9,0.7,0.4166666666666667,10,12
qwq-32b,60f9fffae8787389a5d60efbd7ab8d1192a618a389c43d0c4b49bc4396a98050,0.22727272727272727,0.2962962962962963,22,54
qwq-32b,6d1114601c63cf3de4d2e3c3e220768313519dac6c0141f2de496b2665eaa504,0.38461538461538464,0.2222222222222222,13,63
qwq-32b,6de212d08dd5d2fdbff5c661a9a0b497b319a3b02cfbf25fdd142e488ef073f6,0.23076923076923078,0.7058823529411765,13,17
qwq-32b,6fc2cdb1bd12fc14a9792788ec37edc89eca9ef6a7e332089453b71d4ffc05a2,0.37254901960784315,0.47619047619047616,51,21
qwq-32b,7472de0cb07588a7ffee1c30d814bbae1b16a537de9750c4532ebd38097e80bb,0.5517241379310345,0.3783783783783784,29,37
qwq-32b,75911906cb6b4db9b0c022e7cac5f702cd3ee193391eb6294de6d1985b9d0f4b,0.1111111111111111,0.18181818181818182,9,11
qwq-32b,761f3ce7e438199a82b675f51a98b80a9544387f215e1e0667d407f946395fd3,0.4583333333333333,0.65,24,20
qwq-32b,776dab66716db116ecdb0fcf5963266064e1db50508ebdf097ef26c2c141d500,0.24,0.21428571428571427,25,14
qwq-32b,7f1419aa0f666aa0ee41f6da589573a133c9c28e6a07743870010c11904a8e42,0.39285714285714285,0.45161290322580644,28,62
qwq-32b,8374a2cd0e0b168f7a5a2d2792079c9f79c27a75afac7687e9fcb050a30a130a,0.42105263157894735,0.5309734513274337,19,113
qwq-32b,842d2a7022a331f664937dce94099108806260e98bb3cc926d6aaade61f1ec68,1.0,0.8,11,10
qwq-32b,848d6af2fd2cd78c1de88984cb9e59a4e4de44607c577ac9b8787759352d8054,0.125,0.42857142857142855,8,7
qwq-32b,854808ede90841d86d8352540dda016cd726f4376b7f8357d8590106bb03e6fe,0.48299319727891155,0.575,147,40
qwq-32b,85fbbcdd951cdd11c6dd4b3a22f1870e0d0cb0ae17d694add26d09fce82d63df,0.5,0.4642857142857143,30,28
qwq-32b,882a0394baedc21b37790a78570c887418037096960f34f838f6e04581dad917,0.7222222222222222,0.6363636363636364,18,22
qwq-32b,8946a91f7f859a3e4a06585e76e1a11bf9ea4b9ea9a1fcbdb8309d1c9f149c1c,0.4666666666666667,0.40425531914893614,15,47
qwq-32b,89cd45e336e73ba5c5ffdc454a3996fa3e6fff4d9c278ac65224ec217a73c858,0.2692307692307692,0.34545454545454546,26,55
qwq-32b,8c61e58d463d0d036348ad0ed8c083ac4d305449fd5fb16bc7ab4d1a2552a5b7,0.4140127388535032,0.3333333333333333,157,9
qwq-32b,8d6ff5c7bd0728b45fb82df2561703b57a29a908dcd9f1487a7a1693d64750ed,0.6363636363636364,0.6363636363636364,11,11
qwq-32b,8dbc78c581f02dc9f24f059e5bdd8bc5147b70a3d0e103f62535df400e1a016a,0.41935483870967744,0.5384615384615384,31,13
qwq-32b,8f445ff3782e6689a0ac48cebf36f07f9afd12369c2336402535ac048d15d9e4,0.35714285714285715,0.5333333333333333,14,15
qwq-32b,9096f2fdd90c73f76ac9b8450010c3c195455079803b6acf5acd5a26a776a2eb,0.6521739130434783,0.82,23,50
qwq-32b,94428a9915ac1430f13264bd04845456e289532305592234cbbc95ee0552f973,1.0,0.9459459459459459,12,74
qwq-32b,96ad8ae5844b3d64dabdf4dc35b30b5c25848cd88ee3426bf591e4c57122a492,0.5490196078431373,0.5765765765765766,51,111
qwq-32b,9d063bfc9fd5717d56b64b06038c0c03a9d07b7e59c2b8e7185470fe7b7e7dd8,0.3584905660377358,0.2222222222222222,106,9
qwq-32b,9eab93899021c8c22f61035b77818bf6d5d474c0dee40fa90935d0f27faae9d4,0.7272727272727273,0.5789473684210527,22,38
qwq-32b,a70e7faa695b1e1ad2d3bc0ba10d265c0c215d93e3e93189bee6995582c9958f,0.21052631578947367,0.2857142857142857,19,14
qwq-32b,a92c546e4a9cb066aac6ee74a92e86b49c1c0d31868651cd108bfa0286ad67b5,0.46,0.3333333333333333,50,24
qwq-32b,aba7b6fc35138d66a7dc202d03b35a85469ebe7a65f46459402e3f19ca53a4c3,0.5714285714285714,0.35,35,20
qwq-32b,b045daf28fd4a1212d239e49d6cab41d9eb3e3c9840ac7292b2d4d400f6151a4,0.38636363636363635,0.323943661971831,44,71
qwq-32b,b3451e5b013d1367f999fa3ef7d8f8bdcbb6f5878c74ed12e1c6aad5d403aeef,0.25,0.16666666666666666,32,72
qwq-32b,ba4a9146725ccb610195ef679c408df3275fd5a8bbb92c53e961d2f417ee0b95,0.42857142857142855,0.39285714285714285,7,56
qwq-32b,bba00ce49a0308d6756868f613acd8ae7f02469753fbd4ed011760becb2d114b,0.30357142857142855,0.24,56,25
qwq-32b,bd573361277a67ca6875a9475d4ddc497628d019858af8169485367eb0783e93,0.39759036144578314,0.2,83,35
qwq-32b,bd833a5dc3516a8b6c2ee1134c143b0a7bba2b46113a152fb8d0e43444c6fa8c,0.45161290322580644,0.43478260869565216,93,23
qwq-32b,bdf5ecc0a66e06a276444a4da2d34d2e35017011d2665ff6e4b85ab73965d1cf,0.0,0.16666666666666666,12,18
qwq-32b,c19e0fe5e69810d2429d75603f734445ae79d84220cfc7ec3b7dc927760c033c,0.5,0.390625,56,64
qwq-32b,c796ce402947657af136ce2db799f4eed4ea0a0cd1d574a44b02a681ba6dde48,0.32558139534883723,0.2,43,5
qwq-32b,c7d30ecf4341abc691bcbeec4f9bc3037216f869cf703d1ee70b666423e0cf81,0.3953488372093023,0.42857142857142855,43,21
qwq-32b,c8233ff679c4a3309df109f88fdc6a023c3d5d4a3caa2ca4eee0b7dd8032b4fc,0.38461538461538464,0.4444444444444444,13,18
qwq-32b,ca7650bcc28cec3c1d8cea8dc6c3645b8ab0a7ece76ea8ab359798da1fed9de2,0.4375,0.34210526315789475,16,38
qwq-32b,ccf673ef64808762891fd0f9cb0624dcc89009769572b05204ae38cf6aef3bab,0.30303030303030304,0.4117647058823529,66,17
qwq-32b,cf2852f2ecfbed01c007f8101c0dce45af9825a758e22c37e1e51b3ff535f036,0.6512605042016807,0.46153846153846156,238,13
qwq-32b,d0c2505595af6cb724734a4edb25cf5aab5ebe4815e33d796980406c0afca936,0.7692307692307693,0.6111111111111112,13,90
qwq-32b,d5d358ac6f02e5783ec0778f62931aedf7c8ac2a6f3b5f5b32bac1aff97d8edb,0.9130434782608695,0.8780487804878049,69,41
qwq-32b,d6be2c0ef21ab2e9763bcccac3f6b565a21c4e2a6d2ce39336c1571e7b7fd5e9,0.5333333333333333,0.5714285714285714,15,21
qwq-32b,d8792046668dc6f4c78f2b4f940c68050da6209cea9c7d44a6e6754cf59754be,0.6363636363636364,0.4782608695652174,11,46
qwq-32b,da0ad998fc22e1e16078d0ae36eeae966d6f827dc06ddc36da235afa1fcb2b33,0.4666666666666667,0.4339622641509434,30,53
