model,case_id,trace_id,base_is_correct,n_sentences,n_boundaries,vocabulary_size,converge_boundary_tvd,converge_token_frac_tvd,tvd_max_first,tvd_max_at_convergence,tvd_median_first
deepseek-r1-distill-qwen-14b,8d4129f4074a7419ef8017429041fac4,2989748e8ecae6b889fb7d5b937c842fc5e391094560edd4d347c2ea6dd1f8e4,False,59,60,13,46,0.7549738219895288,0.75,0.19999999999999998,0.4
deepseek-r1-distill-qwen-14b,967834058a7e6f5cb903d6d983ecba7e,588186a53483ba27e422f49e4b0a736d73ef0d6f681a858797804f4065a08b6e,True,23,24,9,18,0.7560975609756098,0.95,0.19999999999999998,0.25
deepseek-r1-distill-qwen-14b,967834058a7e6f5cb903d6d983ecba7e,546152c16066377455c7ced6b3543f2c9701cecbe070b42fa20cd41da856d0ff,False,20,21,13,15,0.6952054794520548,0.9500000000000001,0.19999999999999998,0.6157894736842106
deepseek-r1-distill-qwen-14b,8e99e185c9670ed801211fba5a2e93f9,3488722b61b7242ac79cbf54a90eb8360d7aa998dd04c01385ee13ac63704f23,False,112,113,34,87,0.7683095347766007,0.7500000000000002,0.19999999999999996,0.55
deepseek-r1-distill-qwen-14b,9c22e95143200153a9b0c049452517e1,6d9d2a1b0bf71b7b7dc3055bf9c32c903ac36eff638eb4b4f9eecf9136a25a5c,True,43,44,24,31,0.6968190854870775,0.39999999999999997,0.19999999999999996,0.25
deepseek-r1-distill-qwen-14b,99056c3c2db73e4929ee1df107d73688,7ae9d650a77dadf4eb190f1a48663e8df4edca15f4cc45fde7bb6b1f04307629,True,63,64,12,54,0.8463519313304722,0.9500000000000001,0.1,0.24999999999999994
deepseek-r1-distill-qwen-14b,99056c3c2db73e4929ee1df107d73688,65f37d982989af0b519d520b9b380a5be2eeda4eb7c7df7a9f7d757f760b6850,False,60,61,10,41,0.6868537666174298,0.9000000000000001,0.19999999999999996,0.25
deepseek-r1-distill-qwen-14b,9c22e95143200153a9b0c049452517e1,3648c588e9bf6f15fb832f7687583281a497592b585d24d978ba606e06113076,False,104,105,45,102,0.9735099337748344,1.0,0.19999999999999998,0.25
deepseek-r1-distill-qwen-14b,a255fd4b2fac78a3faaf47bd17cd723f,d664745d6e523a12ec71d30a0d91c4313798571937dde060a62d0d6d596b85f7,True,68,69,22,20,0.3404255319148936,0.5,0.15000000000000002,0.44999999999999996
deepseek-r1-distill-qwen-14b,a670afa64f606d20eed4a435fc89d120,658d1ce32ee855d9cb68b2a4d85dbf38c73c67a1c379628ca9972b5339cc0021,True,62,63,22,49,0.7459227467811159,0.8000000000000002,0.19999999999999996,0.6000000000000001
deepseek-r1-distill-qwen-14b,a255fd4b2fac78a3faaf47bd17cd723f,5526c8b8274869c00b3e6b2e812960ab33220df66bc2047f63cb50a84bc937a5,False,176,177,34,176,1.0,0.9,0.0,0.65
deepseek-r1-distill-qwen-14b,a670afa64f606d20eed4a435fc89d120,a71534136372a1e746fe225b7e4c762799448185099dc9c2015b9d8c631ec689,False,106,107,27,106,1.0,0.6000000000000001,0.0,0.45000000000000007
deepseek-r1-distill-qwen-14b,ab0226a3a9dc01c8c9b91a47198bed63,d248e0772fc698302b2488d38c5889f25274639ee4547c518711cffcb7da27db,True,23,24,11,11,0.45010615711252655,0.4000000000000001,0.19999999999999998,0.09999999999999998
deepseek-r1-distill-qwen-14b,ab0226a3a9dc01c8c9b91a47198bed63,1ac885786962c33609177fbb80be1f8868092021f1dd0205a89c6b2302796a93,False,34,35,9,19,0.548941798941799,0.85,0.10526315789473681,0.7223684210526315
deepseek-r1-distill-qwen-14b,ab79da6338f2deff095e1bf3b5b4d9f0,1f85a7fddc803a6e64f1b0dacb1488eaed2bb680245df03f614efbe3ebb7e929,True,85,86,29,80,0.9063613231552163,0.9000000000000001,0.09999999999999999,0.6473684210526316
deepseek-r1-distill-qwen-14b,ab79da6338f2deff095e1bf3b5b4d9f0,6d432a59722a1897e1a4c9bc5e8720fe013b2d9aece56aa5a4b2f069f85062ec,False,32,33,27,23,0.6773648648648649,0.75,0.050000000000000024,0.40000000000000013
deepseek-r1-distill-qwen-14b,ab944ef1e6f39bfd785f38954f9458c1,5ad25a2d6d1247e8fe3ffd447af96f0489a1f5170506077a7ffaeffed57930e2,True,48,49,16,46,0.941351888667992,0.8000000000000002,0.09999999999999998,0.45000000000000007
deepseek-r1-distill-qwen-14b,ab944ef1e6f39bfd785f38954f9458c1,a87d025d517f56d2039c8613427d1bc718cfc3a98553b3fc87270128898eb442,False,30,31,11,18,0.461086637298091,0.4,0.09999999999999998,0.30000000000000004
deepseek-r1-distill-qwen-14b,b1e59a85b6e9c1e020d2392193d668fb,4d6572600c27351452c6e6aec750ad6eded4804f167aa8f3737fcdc33a82a5e2,True,52,53,12,21,0.3660637381567614,0.45,0.19999999999999998,0.44999999999999996
deepseek-r1-distill-qwen-14b,b1e9764076e3a29c4c3c4738b878b57a,fdd1eba11c19aedc879634096536fce9d44293a17809613a645490eaa870c1ff,True,24,25,19,14,0.5331991951710262,0.4,0.09999999999999999,0.30000000000000004
deepseek-r1-distill-qwen-14b,b1e59a85b6e9c1e020d2392193d668fb,49e7ae252138bfa34fe31b84e2047e579e7c69d46eb1363455b78649b651e91c,False,33,34,7,22,0.6208588957055214,0.75,0.09999999999999999,0.22631578947368422
deepseek-r1-distill-qwen-14b,b1e9764076e3a29c4c3c4738b878b57a,81370fdbf6a2aa5ec0018950c46666beffe2b0cefa21e5b640508d1c20031fc5,False,42,43,27,40,0.960431654676259,0.9,0.19999999999999998,0.6000000000000001
deepseek-r1-distill-qwen-14b,b456600e51f08dfb7754936792b3800e,e23ef20a61e51167670df0cda6fb10fc70ead71950203cb5f965eff2c89ea574,True,37,38,13,27,0.6828947368421052,0.6500000000000001,0.15000000000000002,0.35
deepseek-r1-distill-qwen-14b,b2b6765627a78f61fac9ba35346d7b1d,08b29d23cb2db86e4bff50347ae4137db39579cce88d649ca7a89efa3c168a5b,True,38,39,22,32,0.8485915492957746,0.8500000000000001,0.050000000000000024,0.525
deepseek-r1-distill-qwen-14b,b2b6765627a78f61fac9ba35346d7b1d,6a1ed5ff3fcdbfbd7bd859a20256b05c01d62a10efcefee3f41a5ac444327157,False,32,33,25,18,0.5159151193633952,0.6,0.15000000000000002,0.42500000000000004
deepseek-r1-distill-qwen-14b,b456600e51f08dfb7754936792b3800e,ef2d552ce98b63ab61c24c2e289dffcdc34f6bf628450b6562bbea5e4601bbc4,False,99,100,17,99,1.0,0.9,0.0,0.55
deepseek-r1-distill-qwen-14b,b9e317df6f71d14e177013c57587becf,94106033bbeb8ffd9e6630f2d949b575ca3a9621e716b6121d317878790096ee,True,25,26,16,18,0.7445255474452555,1.0,0.10526315789473684,0.5
deepseek-r1-distill-qwen-14b,b9e317df6f71d14e177013c57587becf,b4c3869a3078a87fb2e7741d80710491d579e1991bd1115d69e11fb29ba3be33,False,16,17,12,10,0.5820512820512821,0.9,0.09999999999999999,0.5986842105263158
deepseek-r1-distill-qwen-14b,bc3da8074eec813548bda5ec813b8a9b,8332067a5de07254705402a552ab8411922f03f36ff17e09e8962d187a4b9be2,True,58,59,16,15,0.22035040431266847,0.45000000000000007,0.19999999999999996,0.15000000000000002
deepseek-r1-distill-qwen-14b,bc3da8074eec813548bda5ec813b8a9b,99366890345f78363b02433b13aef30868f1561a76219af3548d88af0e40f670,False,35,36,18,30,0.8040201005025126,0.9500000000000001,0.050000000000000024,0.6000000000000001
deepseek-r1-distill-qwen-14b,bcac057435ccb3a54effa545db18a3d1,463e4d6570b7910bc47403849f08be2b36e51568e43e1be8dc3992ff576fb93f,True,101,102,62,96,0.9416792357968828,0.5947368421052631,0.052631578947368446,0.26315789473684215
deepseek-r1-distill-qwen-14b,beea037b8f8cec59caa352ec11f501da,2dcdd663b2da1d67645f7384769ff54bd2484d0f7850cc843e5703f9f14b5243,True,31,32,19,25,0.7906602254428341,0.65,0.050000000000000024,0.30000000000000004
deepseek-r1-distill-qwen-14b,bcac057435ccb3a54effa545db18a3d1,83f833e05b151f74af22c524fdb11db7300c32e36be379f8c5611b336a5e38dd,False,30,31,50,17,0.5492537313432836,0.9500000000000001,0.15000000000000002,0.6250000000000001
deepseek-r1-distill-qwen-14b,beea037b8f8cec59caa352ec11f501da,e0d65d06fea6b486edac78fe7241f2d6be94e917bc4ce6af39600a9c3f959298,False,29,30,18,16,0.4943181818181818,0.75,0.09999999999999998,0.4000000000000001
deepseek-r1-distill-qwen-14b,c13ba1d468ea408964a3ccd245638056,31000cb211ff3899b0da93d332a981d697bde4bed70f3fe181b009add778e113,True,20,21,10,14,0.6389548693586699,0.5,0.2,0.37222222222222223
deepseek-r1-distill-qwen-14b,c13ba1d468ea408964a3ccd245638056,79060cfbdae0da21a9d39a98091f83483804fb27ca059a691dac53ec88d218f6,False,29,30,13,19,0.6303236797274276,0.8421052631578947,0.10526315789473684,0.4921052631578947
deepseek-r1-distill-qwen-14b,bf8e15580571e5c3976117c303cf144e,d1aefd3a02753df68a09876712715d50d1d9bc15e5099425682d1aa3085030d0,True,72,73,37,67,0.8974197608558842,0.75,0.19999999999999998,0.5184210526315789
deepseek-r1-distill-qwen-14b,bf8e15580571e5c3976117c303cf144e,75a873bb84385013454f76cb321d520461e1235870c8992d1c6c140fdadaad0f,False,31,32,21,23,0.707492795389049,0.65,0.19999999999999998,0.4
deepseek-r1-distill-qwen-14b,c95386c8d35897f730a382e76e5ae272,4b8f45d70ee86b95a840842e2c8c142b47f5f943feeea62e6becba10ba4fc2e4,True,27,28,26,20,0.72,0.35000000000000003,0.19999999999999996,0.24999999999999994
deepseek-r1-distill-qwen-14b,c4ce6239240ed6d8489f1ee8bf9a4784,7f62af2be077978cd81dc34b712a8de25edb79d77ea97f95dd08ef2889819484,True,45,46,8,24,0.5232558139534884,0.4,0.14999999999999997,0.30000000000000004
deepseek-r1-distill-qwen-14b,c95386c8d35897f730a382e76e5ae272,a2963cc902fde55ee58cddffb3ac66ae3ff63c00b4a5e783ac973ccdf732bcef,False,101,102,23,26,0.2321637426900585,0.9000000000000001,0.19999999999999998,0.9
deepseek-r1-distill-qwen-14b,c4ce6239240ed6d8489f1ee8bf9a4784,e4d05f0cf5a2a7b4884b9c6349978d8fdd0022048e3e9db8cd615b9e3b340297,False,34,35,9,20,0.5303797468354431,0.7,0.09999999999999998,0.4750000000000001
deepseek-r1-distill-qwen-14b,cee4809157546a43546571ac67323953,bbe12bccaae394824ec6ca6ea39ea3d6b8d6daed7cc2fd104538351bee44cd60,True,29,30,4,0,0.0,0.10526315789473684,0.10526315789473684,0.0
deepseek-r1-distill-qwen-14b,cee4809157546a43546571ac67323953,2f4398d35e0e050a5ff9e5815b796810208507c473a696c5ceeeec927f2ddf95,False,18,19,3,8,0.43699731903485256,1.0,0.0,1.0
deepseek-r1-distill-qwen-14b,cc91c75860966ea7d69d7a716a857add,d76202ffb865662ead3f184d37960fd82f1280ac235823727fccf3e14b205db1,True,57,58,12,33,0.5485148514851486,0.75,0.2,0.55
deepseek-r1-distill-qwen-14b,cc91c75860966ea7d69d7a716a857add,584feb929fc3c023d4529a1cdd718f38a125b6da45dc9882ae1ccd477aadd2ad,False,53,54,16,43,0.8135021097046413,0.6,0.19999999999999998,0.5
deepseek-r1-distill-qwen-14b,d5242ac7089552f0687edd0e403512da,e19685f39a9b0397b90f8d823c81ce30287897997c3ca01c888e9c53fa3856b6,True,26,27,10,17,0.6934306569343066,0.85,0.0,0.55
deepseek-r1-distill-qwen-14b,d2a373fbe65bd86a11545430c5394c7f,1ca89db5f145cd26e130880dfc27c66158ec9fd7dcdb6e6ef63252e8a7f584af,True,55,56,13,53,0.9652076318742986,0.9,0.050000000000000024,0.5
deepseek-r1-distill-qwen-14b,d5242ac7089552f0687edd0e403512da,b94f2045dbcaffa453c779a9c205ef6e91c70776bccc2829d7f79547fc712f6c,False,88,89,13,88,1.0,0.8,0.0,0.4000000000000001
deepseek-r1-distill-qwen-14b,d2a373fbe65bd86a11545430c5394c7f,b42850e327673788c35b3bd4a4c00a302d25d4ccad81ba16ca0578e421da0dc5,False,37,38,15,11,0.27419354838709675,0.95,0.15000000000000002,0.95
deepseek-r1-distill-qwen-14b,d9520eadbc83f9f98a8fb0442b0a7acc,95e317db14a05210c846dfd577ba183a1a277b1fbba82523a15a362b0395504d,True,22,23,9,11,0.48878923766816146,0.5,0.10526315789473684,0.25
deepseek-r1-distill-qwen-14b,d9e1496466a6206a8617add56ddce386,6e9cd55839e48f7ba4db0045e8b900a2a2138c470c255fc3bf2db37cd5efb912,True,40,41,18,23,0.526595744680851,0.4,0.09999999999999998,0.325
deepseek-r1-distill-qwen-14b,d9520eadbc83f9f98a8fb0442b0a7acc,488da8c629e5ab9420778a8e739142817b4c3b73b6816e54737e38f6ecef3716,False,23,24,5,17,0.6849593495934959,0.7,0.19999999999999998,0.15000000000000002
deepseek-r1-distill-qwen-14b,d9e1496466a6206a8617add56ddce386,1306b39708e895ad28664b79ddf99fc2965a349e0aec30feb6045ecbacfbde9e,False,77,78,34,52,0.7115637319316689,0.8500000000000001,0.15789473684210528,0.65
deepseek-r1-distill-qwen-14b,da2bd7e45b94e13e1fb97126ca03fcc4,f96010c4b4b171eb5be1473926783e8469e76a633bc0feb3c1818a2c94d238f8,True,67,68,22,62,0.9276422764227642,0.5815789473684209,0.19999999999999996,0.33157894736842103
deepseek-r1-distill-qwen-14b,da2bd7e45b94e13e1fb97126ca03fcc4,ac1be2f0984f2cd94b8fd6803c8d7436dadd3316d4d566949f6116e4700e53c6,False,24,25,20,14,0.555327868852459,0.8999999999999999,0.050000000000000024,0.75
deepseek-r1-distill-qwen-14b,df37dd0f3c463be2b4787059b63a9028,0235271b9e084f9fc0d0470d71685dd71aca30dc10493b985a8c4d0c5c235020,True,70,71,32,66,0.9185303514376997,0.75,0.1,0.537719298245614
deepseek-r1-distill-qwen-14b,dfa32d028f082d978149d2633a2c8bf3,563d544e0360baf2d5e26f97958d413117d144ce9b09c946b6dc5aef7b1f7ea5,True,26,27,27,10,0.38434163701067614,0.5000000000000001,0.19999999999999996,0.19999999999999996
deepseek-r1-distill-qwen-14b,df37dd0f3c463be2b4787059b63a9028,1cb19894bc990166b31c11c3d74386ad3201f1d9e6a2f48ec6aacb34b1095882,False,39,40,33,37,0.9580777096114519,0.9500000000000001,0.14999999999999997,0.7500000000000001
deepseek-r1-distill-qwen-14b,dfa32d028f082d978149d2633a2c8bf3,e5c12214ef663f6d2a1c5b6ec4d5b90ceb12d62c2d553394b83a2057579b5db2,False,55,56,27,54,0.9721518987341772,0.95,0.17647058823529416,0.43157894736842106
deepseek-r1-distill-qwen-14b,e71511f59eb934d904d9e69b91fb59ac,1334a7a5464062fdb3c3bc5f9df394a6045f168ef3f0035041cb0b01e9474b5e,True,28,29,4,0,0.0,0.19999999999999998,0.19999999999999998,0.175
deepseek-r1-distill-qwen-14b,e71511f59eb934d904d9e69b91fb59ac,8125ee3f1cd37c37372bfe0e9ca2e473f66ab64d7c5ec6468007bd2db15a9558,False,23,24,7,13,0.5111524163568774,0.9500000000000001,0.050000000000000024,0.35000000000000003
deepseek-r1-distill-qwen-14b,e84545b4073db0c4d84a58b5f4243d50,004628bc9736dbce9cdadf782c41fdbbc8960d75bd5420f74fb8c700bbf3954e,True,71,72,6,49,0.6904588492352512,0.44999999999999996,0.2,0.20000000000000004
deepseek-r1-distill-qwen-14b,e84545b4073db0c4d84a58b5f4243d50,ad5a3126ceb60ff49e64300a35ee0cd2f1793f86ef2d937fa6e206cf0bbbda23,False,119,120,11,61,0.4879594423320659,0.6500000000000001,0.19999999999999996,0.6000000000000001
deepseek-r1-distill-qwen-14b,e9c3b2227f99155be055e871c23ef702,53e8a5614717d250f8e3276a478b48a8ee87a28d3c7b30f8dd9ca602f8cf6b80,True,42,43,11,28,0.691699604743083,0.45,0.19999999999999998,0.2
deepseek-r1-distill-qwen-14b,e9c3b2227f99155be055e871c23ef702,ac95af191c33cb6e23571ce1c189accef1e78a1fe17ccb8e29ec6b0c7e9549c9,False,53,54,13,26,0.4424489795918367,0.9,0.2,0.85
deepseek-r1-distill-qwen-14b,f31c3814e305d57f67bdcfac27ec4bc2,9dc6ce064e516dde7040b38f296d7e2b12ab7c367d5f3792f7c7ddd3c1597d71,True,38,39,25,32,0.7915234822451317,0.8500000000000001,0.19999999999999998,0.55
deepseek-r1-distill-qwen-14b,f03a4eea989b069fe918734d9e1c2644,b97fb20d7ae216574817ba5bcdadb8a1d89e969797904529e4fd55a03a53caba,True,81,82,29,56,0.6319599109131403,0.9000000000000001,0.2,0.6000000000000001
deepseek-r1-distill-qwen-14b,f31c3814e305d57f67bdcfac27ec4bc2,aad7b40be83afbb7b31299cb9640ce9d954d0729873c2f4a7442739ad4e3f56d,False,28,29,30,21,0.7426810477657936,0.9500000000000002,0.19999999999999998,0.7000000000000001
deepseek-r1-distill-qwen-14b,f03a4eea989b069fe918734d9e1c2644,8b49b9b74fb8e37871fb2dadc65d629fb702e681775a0212a05d62546a1614df,False,81,82,51,76,0.9279228149829739,1.0,0.19999999999999998,0.8
deepseek-r1-distill-qwen-14b,fa3f1534a8d672e364f916665953a826,ced8cd87a7163a6479df7d43bc38bf5fc98034d067c0954da13cbf3f7ce13305,True,22,23,19,16,0.6968503937007874,0.4,0.15000000000000002,0.25
deepseek-r1-distill-qwen-14b,f448710697f1d3734fbc187ad15c748c,c53115d7c6a1ac45535b2cb05749c583ef95df253680c0ae4c8d2195202f9cc2,True,45,46,16,44,0.9708222811671088,0.8500000000000001,0.19999999999999998,0.4
deepseek-r1-distill-qwen-14b,fa3f1534a8d672e364f916665953a826,1db50376e0f09cc44f73ec4d6e86e4339c77f57b172b0da182e34ef3dd9730c1,False,29,30,25,29,1.0,0.95,0.0,0.25
deepseek-r1-distill-qwen-14b,f448710697f1d3734fbc187ad15c748c,6e7ea24d41636c0d6b24031d9509eba55cdef151e97803652f6255246d67f6f5,False,43,44,16,34,0.7922535211267606,0.9,0.14999999999999994,0.4
deepseek-r1-distill-qwen-14b,fb9fdfc495c899901c9c864e13bfeaff,96f36fcf2b07253489263177b2a69372a9f4cd1cda469a4274bbd50e82d1345a,True,28,29,2,9,0.3140495867768595,0.85,0.11111111111111113,0.7736842105263158
deepseek-r1-distill-qwen-14b,fb9fdfc495c899901c9c864e13bfeaff,863d5a5ae3698b3d5c6ef2b0e90dc6c2bab149f69561d22c6a2d86a5ef639153,False,28,29,3,12,0.47283702213279677,0.368421052631579,0.09999999999999999,0.21052631578947367
deepseek-r1-distill-qwen-14b,fc75c4214c86972be10f49fa2b6b58ee,7c8334ed48a23a23477a0420a96559a0c9ca7e027c1c001207e502263e6c9144,True,34,35,18,16,0.41216216216216217,0.25,0.2,0.15000000000000002
deepseek-r1-distill-qwen-14b,fc75c4214c86972be10f49fa2b6b58ee,a1a15fb8587fbdf574b6c8b146e149ac1fbbc84f1e93227973974c5170e58c07,False,32,33,20,29,0.881491344873502,1.0,0.09999999999999998,0.268421052631579
deepseek-r1-distill-qwen-14b,fdb1907f7938f5641e21a14cd72d5adb,978d2c058622d87fba2e0e951c4a5e95fbaf58250b33d0e88f163d70f4b1a4e6,True,40,41,15,22,0.5434298440979956,0.85,0.19999999999999998,0.7
deepseek-r1-distill-qwen-14b,fdb1907f7938f5641e21a14cd72d5adb,03a9342afb6ce45e168c620181916e130fb4b0b3f44cdcf8ed730aff184fb5eb,False,47,48,13,27,0.5436013590033975,0.85,0.15000000000000002,0.7000000000000001
gpt-oss-20b,0148cedaed162d8c1591e7dad5de6dec,cab974e1c65be47cb08acb6fff44408c486b077a4d269e0fa3d13fed2ab45198,True,23,24,2,1,0.12027491408934708,0.25,0.11111111111111113,0.25
gpt-oss-20b,07dbd8eabfba4b1d9d665331dea90335,26147f42c68f1fe01382789fe26bf6c84dd585b163a5fa28cd5d81ebe681995f,True,37,38,7,21,0.5480649188514357,0.6,0.052631578947368446,0.33684210526315794
gpt-oss-20b,0148cedaed162d8c1591e7dad5de6dec,34cb71f44e5694f1f17d37f9e1d5a256f1160f19c2881538b23b67fe3c7db2f7,False,58,59,3,8,0.15905511811023623,0.8947368421052632,0.1921052631578947,0.7894736842105263
gpt-oss-20b,07dbd8eabfba4b1d9d665331dea90335,0d3fc8b55643fde0094d3e401edea33d1386c4173ec519a702906990425e2433,False,30,31,5,6,0.22395833333333334,0.65,0.09999999999999998,0.6000000000000001
gpt-oss-20b,14a87d69ccc079d85a0f5d57dc4a7bdb,c58297f4817a0ae94cba79af2dfd3a72f0986e0f7f302b1c0d1363e56f79b354,True,29,30,8,3,0.13398692810457516,0.8,0.19999999999999998,0.7999999999999999
gpt-oss-20b,0a50a7f439c2c0e933b8132ed7650075,442d03d6e67c557341acb110a795ce0d309e26579d5051851431ba3913c0bc19,True,37,38,3,2,0.10633946830265849,0.20000000000000004,0.09999999999999998,0.09999999999999998
gpt-oss-20b,14a87d69ccc079d85a0f5d57dc4a7bdb,e3670fbe293f20ac35a945edf492aa6bc673181d989a865febc41289fbff8ea1,False,71,72,6,36,0.5631364562118126,0.65,0.15000000000000002,0.25
gpt-oss-20b,0a50a7f439c2c0e933b8132ed7650075,e919eee5675823ea1b6b14e1293589e406dd1419babafeaba214d83569e6111d,False,79,80,5,70,0.9167340339531124,0.8,0.15789473684210525,0.4368421052631579
gpt-oss-20b,0a3c768a49d4110f6c1604ace9951ee5,9b2b64206af3bd50a15f2b1f8d8df9e87fb326ce418ffe587380368ebd9a6835,True,100,101,8,91,0.9375,0.8421052631578946,0.19999999999999998,0.7368421052631579
gpt-oss-20b,258c0f33efb3e637962b4ea8f6971d09,e12b10f87d5dbd563dcadae3e710196771d535eff70b977a962fb961589cc0e5,True,69,70,12,31,0.43427230046948356,0.9,0.15,0.75
gpt-oss-20b,24686977bb5ff6eaee7dac452c92c4be,1c24e36ee9fc57da6a684917eb79af999765ecbb9a6474164e5a31c69ed2a366,True,146,147,8,143,0.9829914957478739,0.6000000000000001,0.15497076023391812,0.32105263157894737
gpt-oss-20b,0a3c768a49d4110f6c1604ace9951ee5,27ba4b9cc54c0096c11b22846834ccca3c715ad992a284ec578becf5ca24e4ad,False,138,139,8,36,0.29352972119936876,0.8888888888888888,0.19999999999999996,0.7388888888888889
gpt-oss-20b,224470287933cd1645a9c37f922eb1c8,74b4621860176eea6032e4dfdd280e991c1690e24ae6c510b4a1e64a0b368152,True,35,36,5,1,0.013119533527696793,0.2777777777777778,0.2,0.2777777777777778
gpt-oss-20b,24686977bb5ff6eaee7dac452c92c4be,602f557c918ef789345af1576e909f7f951575b8e20fc2d2ae41c2726b21b781,False,194,195,10,192,0.9909433962264151,0.8,0.1812865497076023,0.5999999999999999
gpt-oss-20b,258c0f33efb3e637962b4ea8f6971d09,12115ee07ba92549d68649825b6dd7aa734dc55c71b2802d15075036b7820b74,False,216,217,14,195,0.9078479628110473,0.9500000000000001,0.16666666666666663,0.7
gpt-oss-20b,27f2b910c19b40bb9f36ce9a3a8909af,a1b7d8c2278c0fd8abe37ce587f28fdbf548666b10c85e4fefbd7194319e77a0,True,76,77,11,46,0.5647058823529412,0.4210526315789473,0.1631578947368421,0.2587719298245614
gpt-oss-20b,2600ed7d2340c964a027e94ed65d75f2,6718c1abf4415282a5b07b19865dd9e7968c6eb51ff68277f308a37b843ea452,True,191,192,8,148,0.8234005258545136,0.5789473684210527,0.14999999999999997,0.42105263157894735
gpt-oss-20b,28891dd6ff7aaeaf92456def52f81530,0c2dfbe1212233d4c00064b0bf4270325419ffa9a2360fefe34e30aa666a2edf,True,183,184,24,96,0.5556328233657858,0.42105263157894735,0.2,0.26578947368421046
gpt-oss-20b,2600ed7d2340c964a027e94ed65d75f2,cbfe0207f85736945ec8a92e13ac06680c3122060a55c9787899c7ad45cc35ae,False,138,139,8,135,0.9857904085257548,1.0,0.055555555555555566,0.3973684210526316
gpt-oss-20b,3544e050c3ae29b6422ea56dc506cd8d,963753210000a4e1f72e748f97f531de15cfeeb3dbc05ae2c17fc75435d15356,True,114,115,8,106,0.9536388140161725,0.7,0.15000000000000002,0.30000000000000004
gpt-oss-20b,28891dd6ff7aaeaf92456def52f81530,565c3d5662fd41d3c85ecb57cf263ebdcc2278e26ebbfed6cdb3eaf5c11d21f5,False,93,94,21,79,0.8732649366324683,0.6500000000000001,0.1921052631578947,0.25
gpt-oss-20b,34f92cdb48573ee3ec1837da4f60ff3f,37b14114a333c246d27a57e5eeb2aecf18be078e7a97dd03e4432186dbdf0016,True,47,48,9,38,0.8045007032348804,0.8,0.19999999999999998,0.5
gpt-oss-20b,3544e050c3ae29b6422ea56dc506cd8d,6784ff057004402a92a5a39f7acaf369ee29cd4d6a8855d170fc47ea5edd4be3,False,78,79,8,74,0.9520137103684662,0.8421052631578947,0.19999999999999998,0.4855263157894737
gpt-oss-20b,34f92cdb48573ee3ec1837da4f60ff3f,01ee87246cc9b362311e251f5eb877f3bee90aee73689d91e1c608e52de66703,False,124,125,14,107,0.8756371049949032,0.5263157894736843,0.2,0.2657894736842105
gpt-oss-20b,40548af835e36bf1d06c74be11ea5d70,91e813708505b5cf7fdfc3f138456309c0eb700794f78389e0d9e3f24c9b79d1,True,60,61,7,48,0.849502487562189,1.0,0.19999999999999998,0.6862573099415205
gpt-oss-20b,40548af835e36bf1d06c74be11ea5d70,1fb98543310ee55aae67ef28720fe66f0af47f37963667f9207b0df42816bbbe,False,11,12,6,3,0.44495412844036697,0.4,0.050000000000000024,0.4
gpt-oss-20b,392e2a9bea699b47177b6179d80b2b23,fbefb1bfadeead840f5718d093833825dc944808151353ad00b27402f4901f91,True,130,131,10,111,0.8547378547378547,0.7973684210526315,0.2,0.2891812865497076
gpt-oss-20b,47601c56544121804558b55dbddc694b,c17af6163787e8bd9173608bdf051346ce451e29eac35425a32a9eccee5eae76,True,152,153,11,135,0.8886138613861386,0.7,0.15000000000000002,0.35
gpt-oss-20b,47601c56544121804558b55dbddc694b,423ded574379a46881a2d46d54c5a36d483be3cec96a8221843875f37a7e799c,False,68,69,12,65,0.9740361919748229,1.0,0.16666666666666663,0.5921052631578947
gpt-oss-20b,3ffd64fa59b0f373586831b18ec69d1f,3d3bae53b7639507309308b15be86e3bdd562edc38faf88f8a490cfe611c0b90,True,240,241,6,237,0.9835866261398176,0.65,0.16052631578947368,0.33684210526315783
gpt-oss-20b,392e2a9bea699b47177b6179d80b2b23,fb30dd291524c3d5d413bc7b80bf5ecc14bc096d040738843641091bdc159ac5,False,268,269,19,246,0.9386782231852654,0.9444444444444444,0.19999999999999998,0.49444444444444446
gpt-oss-20b,4d6344707f7581b02e4f545c4d51d472,70c10bd245850bb08d05221fa281a84c8569c451d59c82853cd692ca641055e9,True,55,56,3,49,0.9119010819165378,0.75,0.052631578947368446,0.19999999999999998
gpt-oss-20b,4d6344707f7581b02e4f545c4d51d472,ff0b2cb96967c2958ac387c5da40947605b989baa089dc26da04cec9c8d01d24,False,38,39,3,5,0.15514018691588785,0.45,0.19999999999999998,0.42500000000000004
gpt-oss-20b,3ffd64fa59b0f373586831b18ec69d1f,d43f3adb4adb1b20578cdaa55fdee7a1276172049c2728a0862cfdb4654f219d,False,109,110,5,88,0.6985611510791367,0.9,0.19999999999999998,0.6368421052631579
gpt-oss-20b,42657169f520db24ecd36735fa5fcd7f,0024b365d5ea1374d265690f32f22e8f14b626e30d15020215bfb1c38e26a97e,True,149,150,6,106,0.7038261691072272,0.9,0.19999999999999996,0.45000000000000007
gpt-oss-20b,5e08bb89aa461993e01a5790857ce599,5a79eb90eecc9650546d540549053ef9dac6632051d23047c9d53c3b9446501c,True,41,42,7,29,0.6895368782161235,0.9999999999999998,0.19999999999999996,0.44473684210526315
