model,case_id,trace_id,base_is_correct,n_sentences,n_boundaries,vocabulary_size,converge_boundary_tvd,converge_token_frac_tvd,tvd_max_first,tvd_max_at_convergence,tvd_median_first
deepseek-r1-distill-llama-8b,b1e9764076e3a29c4c3c4738b878b57a,c5ba4ddd9a00007b4f6e584d87a67bed93ae68d8e424f8152ace50fae67b76cb,False,37,38,57,32,0.8696682464454977,0.7394736842105263,0.0,0.4
deepseek-r1-distill-llama-8b,b2b6765627a78f61fac9ba35346d7b1d,bcbaa31d15fa005086585578c54db128250f06f458aa997cc993baebfb0d8354,True,26,27,28,16,0.6009771986970684,0.6500000000000001,0.1,0.5250000000000001
deepseek-r1-distill-llama-8b,b2b6765627a78f61fac9ba35346d7b1d,90b2e961aa426021759d392dc1f1a244fb7a79d29dd8d7aa36f5eb64776ee677,False,28,29,31,24,0.8661870503597122,0.9500000000000001,0.052631578947368446,0.425
deepseek-r1-distill-llama-8b,b456600e51f08dfb7754936792b3800e,5ac9f3b810c34ab7b31089634651c5a34a87257f96940eb953a6c5370b2ff828,True,28,29,61,26,0.8809073724007561,1.0,0.14999999999999997,0.5500000000000002
deepseek-r1-distill-llama-8b,b456600e51f08dfb7754936792b3800e,2afb15b7126280bdd9ffc4b334a7fdaa1975e7d15fd90356bfa45820c4ef005f,False,98,99,73,98,1.0,0.8,0.0,0.3500000000000001
deepseek-r1-distill-llama-8b,b9e317df6f71d14e177013c57587becf,5ccaa8bafec6eef36fca4ab53a64170003b7499305a505bce4f95342bf77ac0b,True,28,29,22,20,0.6408450704225352,0.8421052631578947,0.15000000000000002,0.7421052631578947
deepseek-r1-distill-llama-8b,b9e317df6f71d14e177013c57587becf,a0a3efb087814ebb57ee614b38a97cd7f93b645d79b81481a6d2de7ee7150cc3,False,22,23,27,10,0.3653444676409186,0.8,0.0,0.8
deepseek-r1-distill-llama-8b,bc3da8074eec813548bda5ec813b8a9b,3203aa91976718e7e0789efade45b071e8bbd5084f4dcb15f5cb70f5ccdb1cf4,True,25,26,11,12,0.3704414587332054,0.42105263157894735,0.19999999999999998,0.15000000000000002
deepseek-r1-distill-llama-8b,bc3da8074eec813548bda5ec813b8a9b,d4c26c678081f5b9f25b1203162c1937fde58dd5aab6740f0a089ebb53ea10b0,False,20,21,15,10,0.4660633484162896,0.9500000000000001,0.09999999999999999,0.7750000000000001
deepseek-r1-distill-llama-8b,bcac057435ccb3a54effa545db18a3d1,e1105a80f2c790b5afea5dab375853f4204fab766eaa79c385e9910525597802,True,38,39,83,29,0.7230359520639148,1.0000000000000002,0.052631578947368425,0.9000000000000004
deepseek-r1-distill-llama-8b,bcac057435ccb3a54effa545db18a3d1,90b48b01652641b08bb227ed12f44862e8f3c4657788e599ab6b714ef66e9a58,False,36,37,105,36,1.0,1.0000000000000002,0.0,0.7460526315789475
deepseek-r1-distill-llama-8b,bf8e15580571e5c3976117c303cf144e,ecd691d5c74666de3225311f8bef51128623c74603b0d166d2aa7dcbb10935f6,True,13,14,35,13,1.0,0.95,0.0,0.6473684210526316
deepseek-r1-distill-llama-8b,bf8e15580571e5c3976117c303cf144e,e632189d7b879d3d220a527231232b1b52efdfc102e86c778d6d3c1b47ee02ac,False,15,16,28,7,0.46646341463414637,0.7000000000000001,0.052631578947368446,0.7000000000000001
deepseek-r1-distill-llama-8b,c13ba1d468ea408964a3ccd245638056,b8867214a8e79f755113398c9855fff88a65a7e6a640ec348c4b1b767f751d7d,True,22,23,12,16,0.6905311778290993,0.3157894736842105,0.15000000000000002,0.13684210526315788
deepseek-r1-distill-llama-8b,c13ba1d468ea408964a3ccd245638056,c5b25d7b6367602dff7f5b5b0595d79fc5a40c9b9a369d946b195783ce8fee10,False,19,20,15,19,1.0,1.0,0.0,0.5
deepseek-r1-distill-llama-8b,c150008220a1497832471d8e8d4e2edb,115fff0b0658196744757057d99dde5e995d42f1ae5a0ac2a72e0fe9472ef6b8,True,30,31,23,17,0.5686546463245492,0.6,0.09999999999999998,0.4000000000000001
deepseek-r1-distill-llama-8b,c150008220a1497832471d8e8d4e2edb,613a1068fbf8b8b20ddcf112d1467b4cb80ef74ecf51ef334a038882346b23a5,False,47,48,21,38,0.7835538752362949,0.8500000000000001,0.09999999999999999,0.4000000000000001
deepseek-r1-distill-llama-8b,c4ce6239240ed6d8489f1ee8bf9a4784,33da19fd8829965ef81c2be0c89b8d5fad1c99277f272a44b9ffd1e1e7002e20,True,24,25,35,24,1.0,1.0,0.0,0.3684210526315789
deepseek-r1-distill-llama-8b,c4ce6239240ed6d8489f1ee8bf9a4784,fc04cad9b3dbe91536a7dc5c98e26ba419e94b9bc14c8b293f512ec518137796,False,33,34,27,23,0.6950354609929078,0.45000000000000007,0.050000000000000024,0.40000000000000013
deepseek-r1-distill-llama-8b,c95386c8d35897f730a382e76e5ae272,863f3097f141209f2e1f9e8a82acfafd8b951a39bd9b5b7751c4ffc7857db6e2,True,26,27,37,18,0.6481069042316259,0.7000000000000001,0.050000000000000024,0.45000000000000007
deepseek-r1-distill-llama-8b,c95386c8d35897f730a382e76e5ae272,93091ad1b5205f3c5dea04749c0f5cff95ff6e8a52c1e26308504f4ec7f0415d,False,20,21,38,15,0.6501457725947521,0.9411764705882354,0.0,0.5397058823529413
deepseek-r1-distill-llama-8b,cc91c75860966ea7d69d7a716a857add,87e90bb2c5913ea6261d0b77b02c91d5de5fde0db73bb215e249cba07b385161,False,47,48,61,29,0.5497737556561086,0.7500000000000001,0.09999999999999999,0.7000000000000001
deepseek-r1-distill-llama-8b,cee4809157546a43546571ac67323953,8438bb2d6e713a05af9cb8ec848349015b459a4f84db964c0da042cb3cf9ec5f,True,22,23,24,22,1.0,0.7500000000000001,0.0,0.4
deepseek-r1-distill-llama-8b,cee4809157546a43546571ac67323953,c58046390dbf0f76a4c836e3d95c5b191bf54bc9a3c6f933c38e05527d6934a3,False,29,30,34,19,0.6925858951175407,0.8500000000000002,0.15,0.40000000000000013
deepseek-r1-distill-llama-8b,d2a373fbe65bd86a11545430c5394c7f,3295ffa7200be5b8316b813b180dcc5529c79e24b62d3f814be667b3a01f6d60,True,32,33,16,21,0.6342780026990553,0.9,0.19999999999999998,0.8
deepseek-r1-distill-llama-8b,d2a373fbe65bd86a11545430c5394c7f,901a2c8dacdc14d66a8e2cdb38ab067847723a237cdfb30171eedccc28d50938,False,34,35,20,18,0.4658018867924528,0.49473684210526325,0.15000000000000002,0.42105263157894735
deepseek-r1-distill-llama-8b,d35ff55eca6c7f6db36a73934025f3c5,c3cd22c7f2600f83499aaab724db7ab6b3de6d66eec625fc12c6df3870774c52,True,30,31,26,26,0.843167701863354,1.0,0.19999999999999998,0.47500000000000003
deepseek-r1-distill-llama-8b,d35ff55eca6c7f6db36a73934025f3c5,830a0e60fefe99d85ea44da9853accef33ce9731864797193e2ad9e526f20c67,False,18,19,31,10,0.447887323943662,1.0,0.16666666666666663,0.9222222222222224
deepseek-r1-distill-llama-8b,d5242ac7089552f0687edd0e403512da,8134b43e68f481c803ca9f5303cd73f373c60bc302026892540d876851a480d1,True,31,32,87,23,0.672360248447205,0.7500000000000001,0.0,0.6000000000000002
deepseek-r1-distill-llama-8b,d5242ac7089552f0687edd0e403512da,be94817b816f6aa50b50ed65764a5bd16dfa9d8bfa486f42740027ab67843d70,False,21,22,63,17,0.771551724137931,0.9000000000000002,0.050000000000000024,0.5500000000000003
deepseek-r1-distill-llama-8b,d9520eadbc83f9f98a8fb0442b0a7acc,39bca8797edb3b9dd0934b27b9f1efe5e2baf0952588f6018cc1b1ba030950c2,True,24,25,28,18,0.7642725598526704,0.9000000000000001,0.09999999999999999,0.42500000000000004
deepseek-r1-distill-llama-8b,d9520eadbc83f9f98a8fb0442b0a7acc,be7a4c8d7e82f8bf014323e1088b6474e0a26057479ad0ba5c5c846248206d7c,False,26,27,31,21,0.8178438661710037,0.9500000000000001,0.19999999999999998,0.47500000000000003
deepseek-r1-distill-llama-8b,d9e1496466a6206a8617add56ddce386,a3ca988ba18098c3fc05f19fdfbc70964fbb74d4bc402abe1e20a74f996bc24e,True,24,25,72,24,1.0,1.0,0.0,0.8
deepseek-r1-distill-llama-8b,d9e1496466a6206a8617add56ddce386,b10044ea2070bfbf27d282c082da6df9a68c597d5b7ec4a0fa5f2e453216918f,False,21,22,52,17,0.7904509283819628,0.9500000000000001,0.0,0.6000000000000001
deepseek-r1-distill-llama-8b,df37dd0f3c463be2b4787059b63a9028,756349557e68ee243a470ebdd87ca192ab030c8a33263171274bdd2109a91304,True,28,29,38,20,0.6566666666666666,0.49999999999999994,0.050000000000000024,0.4236842105263158
deepseek-r1-distill-llama-8b,df37dd0f3c463be2b4787059b63a9028,8e38f93b6117d26dabbf9440333585c1c798bddf6e16225fbc1d1f0bac4ee228,False,44,45,43,44,1.0,0.9000000000000001,0.0,0.35000000000000003
deepseek-r1-distill-llama-8b,e71511f59eb934d904d9e69b91fb59ac,38e9b49306ce2dcca92ab03c7e35614a884850449dd15c2ad0d1346b4d4485eb,True,17,18,8,4,0.1896551724137931,0.4,0.10526315789473688,0.4
deepseek-r1-distill-llama-8b,e71511f59eb934d904d9e69b91fb59ac,f8c862f096890be13df427dc8b51f2140df1d986774999ea20d518514fbed4d9,False,31,32,10,29,0.9132492113564669,1.0,0.050000000000000024,0.5
deepseek-r1-distill-llama-8b,e84545b4073db0c4d84a58b5f4243d50,9d796eb3d89f9b6a737d257bbfbffabf7636c5b3944df80adbb9da71eeae7d5a,True,30,31,19,25,0.8600770218228498,0.8333333333333334,0.15,0.6543859649122807
deepseek-r1-distill-llama-8b,e84545b4073db0c4d84a58b5f4243d50,a650e92451aa7a6ab785c337cc53d2242339c4c0cb7aff1b5f8c6c79ec370c68,False,65,66,26,30,0.5627674750356634,1.0,0.15000000000000002,0.85
deepseek-r1-distill-llama-8b,e9c3b2227f99155be055e871c23ef702,4c000bcdba2eee8d38d245322c9c5c298a30c404c17bd3d8e1c439c73460a9c7,True,32,33,21,26,0.7911646586345381,0.4,0.2,0.3500000000000001
deepseek-r1-distill-llama-8b,e9c3b2227f99155be055e871c23ef702,2de9a972b231dde0bb27a3871ccbd3dcca47002ff66dd8c458955c4c89d7b5b4,False,34,35,32,22,0.667175572519084,1.0,0.19999999999999996,0.575
deepseek-r1-distill-llama-8b,ead218181cb76fdbdefd5ea17e01be5b,8d820a224ef608360910949b064fcede8836bd31c2d46d9dbd2d393c01e3f7ae,True,33,34,43,31,0.9386861313868613,0.8,0.0,0.45000000000000007
deepseek-r1-distill-llama-8b,ead218181cb76fdbdefd5ea17e01be5b,631e66de2b0070ce133baa363c6a10ff5d05d5a3c565abf501aea15744f5a9d2,False,22,23,27,10,0.4411764705882353,0.9999999999999998,0.2,0.8973684210526314
deepseek-r1-distill-llama-8b,f03a4eea989b069fe918734d9e1c2644,4ce76ccb7525163b14d4d058bcc02fd6bcfc69984cdda0d0921a13a89817a3f2,True,20,21,51,14,0.6644444444444444,1.0000000000000002,0.0,0.6000000000000001
deepseek-r1-distill-llama-8b,f03a4eea989b069fe918734d9e1c2644,89705211939e26e0566e0900300b70b83d79dced6081833aba9bed0c9ccc8c99,False,19,20,40,14,0.767337807606264,0.9999999999999998,0.19999999999999998,0.8421052631578946
deepseek-r1-distill-llama-8b,f31c3814e305d57f67bdcfac27ec4bc2,4ef14ff668b442aa321052041a7f5eab453d7e9421b7503b48306eeb58e3adfc,True,39,40,18,7,0.15940366972477063,0.30000000000000004,0.15,0.30000000000000004
deepseek-r1-distill-llama-8b,f31c3814e305d57f67bdcfac27ec4bc2,ff791900a72b98081acae2642b6544235c19a514e2cc26383b070cdf327e15df,False,33,34,10,16,0.4680573663624511,0.7,0.2,0.65
deepseek-r1-distill-llama-8b,f448710697f1d3734fbc187ad15c748c,c89ed532eadeade299de382ea6ee9248b597b40961b9476a7c60df885ee06573,True,25,26,16,12,0.4642857142857143,0.9500000000000001,0.15789473684210528,0.8500000000000001
deepseek-r1-distill-llama-8b,f448710697f1d3734fbc187ad15c748c,46c1e2001f439e3cfe0152d7027b140cf534a328d4c9af46fcdcc463ececa683,False,26,27,21,16,0.6020833333333333,0.5947368421052632,0.19999999999999996,0.3157894736842105
deepseek-r1-distill-llama-8b,f5479a460521f2a3b96e7924882b06d9,94a4697417992e5cb54e3357b25729581f4adcf67d6adf43c110e8e583535360,True,21,22,45,21,1.0,0.9500000000000001,0.0,0.6000000000000001
deepseek-r1-distill-llama-8b,f5479a460521f2a3b96e7924882b06d9,9dcaf5ddd5343c427496b9fa556dc646ece6baaec7ff28ed6826f6d56b7ea6d0,False,27,28,38,19,0.6526104417670683,0.9,0.19999999999999996,0.65
deepseek-r1-distill-llama-8b,fa3f1534a8d672e364f916665953a826,163a48698ba14162461022c9ebe15f0729398c5a078a2fa6d6f5d3d5c6a0fbf4,True,38,39,35,32,0.8051643192488263,0.9999999999999998,0.0,0.4236842105263158
deepseek-r1-distill-llama-8b,fa3f1534a8d672e364f916665953a826,54ad61997cf27f8e06c7b906b9dfc1aec145c8a1538021077b9021aa88463fce,False,25,26,38,24,0.9819376026272578,1.0,0.1,0.35
deepseek-r1-distill-llama-8b,fb9fdfc495c899901c9c864e13bfeaff,a5341a2d4e3594ce603bf214b7400cb43e45108b85f6c3c41ed22f8cf559d605,True,19,20,14,12,0.5881006864988558,0.8947368421052629,0.0,0.31842105263157894
deepseek-r1-distill-llama-8b,fb9fdfc495c899901c9c864e13bfeaff,c8dfe6396d29b5d3e21a17311e4697f9ddc030ae6714d653e03f7f3a9c3062af,False,25,26,17,11,0.40515653775322286,0.45000000000000007,0.2,0.4
deepseek-r1-distill-llama-8b,fc75c4214c86972be10f49fa2b6b58ee,4eaa67542d59c059296f6dcda998c040c4b1a93269ed2ec1c16c82c574628246,True,34,35,43,31,0.9051851851851852,0.55,0.19999999999999998,0.4
deepseek-r1-distill-llama-8b,fc75c4214c86972be10f49fa2b6b58ee,3ade658a763d8bdc00fc6712d6670f852246ee4a572773ed48a2c206dcee2fb1,False,25,26,16,23,0.8398637137989778,0.5,0.2,0.30000000000000004
deepseek-r1-distill-llama-8b,fdb1907f7938f5641e21a14cd72d5adb,4a1e974107217853953fc9e32f2588a9ca3df963df6659ecae531fd194848dec,True,19,20,14,9,0.3468085106382979,0.7894736842105263,0.0,0.7894736842105263
deepseek-r1-distill-llama-8b,fdb1907f7938f5641e21a14cd72d5adb,2c47cbc9217310e0aa094326793a70bfdb9423f8df02349893c974546d3b51e0,False,23,24,12,9,0.3382352941176471,0.47368421052631576,0.15,0.47368421052631576
huatuogpt-o1-8b,0148cedaed162d8c1591e7dad5de6dec,c8637faf6ede9831d1a2737ed3e837beff8095e5046d9cbe7767f92a9ccca9e0,True,30,31,10,27,0.9162303664921466,0.45,0.19999999999999996,0.25
huatuogpt-o1-8b,0148cedaed162d8c1591e7dad5de6dec,560a76dcfd6dfc8eb4246c649684b819bf9e50b99c507594563d08611e2c52a5,False,39,40,12,35,0.9197860962566845,0.6000000000000001,0.2,0.3
huatuogpt-o1-8b,11340d814fe69bcd7dec113898fd5947,de47d08a682c29ff58455e2f682487df851d224d01175b6eb531592ebf8c9823,True,33,34,6,29,0.8906882591093117,0.95,0.0,0.39999999999999997
huatuogpt-o1-8b,11340d814fe69bcd7dec113898fd5947,23dbf3aa04614eb05aaf293f644f94c9fb7c72b8daecefbba7571b677d67f0bb,False,23,24,6,4,0.16551724137931034,0.25,0.15000000000000002,0.2
huatuogpt-o1-8b,288897f502a272f8f0b8b999354a154d,5f3f86f8b4985b1d2a5855c6a27e249d2f5a89e306c13ed22cc8fccb50843af0,True,23,24,30,12,0.5138248847926268,0.7000000000000002,0.19999999999999998,0.6000000000000002
huatuogpt-o1-8b,288897f502a272f8f0b8b999354a154d,696769d63af7291a09aefd50933295838a5aa303fc89482c61414192980c2de9,False,22,23,31,22,1.0,1.0,0.0,0.5500000000000002
huatuogpt-o1-8b,392e2a9bea699b47177b6179d80b2b23,76745fd9a2e849f44885cc56c9048ba4b9567e66b51b7da89735f66579a0f24a,True,40,41,9,36,0.8844221105527639,0.75,0.2,0.425
huatuogpt-o1-8b,392e2a9bea699b47177b6179d80b2b23,7dbf81185a3ee15b965ed6f06a754f1e8366127d6fd1078d6123673a45dc66aa,False,30,31,7,1,0.032188841201716736,0.25,0.15000000000000002,0.050000000000000024
huatuogpt-o1-8b,46f5a66a841fae109fc92ccdb9448abe,247de18b0da7ce0d41284df2c004bb17d384fa7f7a43c87b4e427feddd4042b8,True,32,33,12,28,0.8228782287822878,0.4,0.19999999999999998,0.05000000000000002
huatuogpt-o1-8b,46f5a66a841fae109fc92ccdb9448abe,7d0a0f87ae422f06df79d9ff98cb39c8b80002024ce58b6135172efdfdf840d2,False,30,31,6,0,0.005145797598627788,0.09999999999999999,0.09999999999999999,0.050000000000000024
huatuogpt-o1-8b,5bebb5ccb1b21ef642e37fb57088d0af,c9f5ece3616032a7bb115176628e383628bd5ecbb2090d829ba9c0fad2f94b4c,True,23,24,9,10,0.4182242990654206,0.7000000000000001,0.09999999999999998,0.7000000000000001
huatuogpt-o1-8b,5bebb5ccb1b21ef642e37fb57088d0af,d96341b4c20a07a048544d35e569ef037db27865b41f84f7b1182ef8be0383ad,False,15,16,8,12,0.7128712871287128,0.65,0.0,0.24999999999999997
huatuogpt-o1-8b,69e678eb784186f4820bb4b3d48b33b9,721cda451ce973ba57285d1116891ccc2e94e8226e775689bae66a0ff5c2dc3a,True,53,54,42,50,0.9410029498525073,0.7500000000000001,0.15000000000000002,0.5000000000000001
huatuogpt-o1-8b,69e678eb784186f4820bb4b3d48b33b9,fa3c89feeabba122d5679dd3519ff7e00d8c7eac172caedc6b1fcd453863c7a4,False,47,48,38,46,0.9682539682539683,0.7000000000000002,0.2,0.4
huatuogpt-o1-8b,719442a3ee1c00332a6b77c30ce987cd,90d6d40fbf1fe4be60574cca9a287411bef0058c9f00755c213edb0a702c1612,True,26,27,13,23,0.8915929203539823,0.6000000000000001,0.15000000000000002,0.35000000000000003
huatuogpt-o1-8b,719442a3ee1c00332a6b77c30ce987cd,db1c33b6a8daca897952c3b17690940657d26b3c945a05019a6499f14cdda607,False,31,32,15,30,0.9886363636363636,0.65,0.14999999999999997,0.3500000000000001
huatuogpt-o1-8b,8b5ae4c8982f0b55e7334ff4117d6a4f,db2b80a12e5ab4eddf951aae1c4ee1518bc95c3dd3f8eea15c39169374704e9b,True,16,17,4,13,0.7894736842105263,0.45000000000000007,0.19999999999999996,0.22499999999999998
huatuogpt-o1-8b,8b5ae4c8982f0b55e7334ff4117d6a4f,83f8cf6e4260a45a06ea7bc665f78d9498b5cfd010b50554fe65aadf7c3c21d6,False,26,27,5,24,0.9020771513353115,0.7,0.15,0.29999999999999993
huatuogpt-o1-8b,9c22e95143200153a9b0c049452517e1,143d4f4125dadeb78e63628f458a543fab15054d6dd9fc2ce4005e518589afc3,True,24,25,23,20,0.828125,0.95,0.09999999999999999,0.475
huatuogpt-o1-8b,9c22e95143200153a9b0c049452517e1,7bb8f72ec7343fb6131261b581776211616cf450d15bd2ade5d5079b2604dacb,False,38,39,37,35,0.9051724137931034,1.0,0.05526315789473681,0.4
huatuogpt-o1-8b,b1e59a85b6e9c1e020d2392193d668fb,4aee4ed6e1c0b134a4426a8d6277cf0cba8c163b47e1a07ef5d5fc1e8cd2e060,True,29,30,14,24,0.82,0.8,0.15000000000000002,0.45000000000000007
huatuogpt-o1-8b,b1e59a85b6e9c1e020d2392193d668fb,aefbc532e591220beed896008fb5eaa78248433822a1a7a20b7ef33eaa1e3e82,False,25,26,15,20,0.8248730964467005,1.0,0.0,0.35000000000000003
huatuogpt-o1-8b,bcac057435ccb3a54effa545db18a3d1,9d7881c121589ff06edc5b2b3d06ba7eba8361a455bf205371d7ee17a91e40a8,True,18,19,9,18,1.0,0.85,0.0,0.30000000000000004
huatuogpt-o1-8b,bcac057435ccb3a54effa545db18a3d1,8eb1ef3c9e70ba304b99e8dfb26832752fea37e648010e6d8c58017ebeb7091a,False,29,30,8,0,0.007832898172323759,0.19999999999999998,0.19999999999999998,0.19999999999999996
huatuogpt-o1-8b,c95386c8d35897f730a382e76e5ae272,08f11e295c091932090433302f2337b7901ae26e5d5071f1924d6e5565b07372,True,19,20,7,19,1.0,0.7,0.0,0.25
huatuogpt-o1-8b,c95386c8d35897f730a382e76e5ae272,f8c6310c4891334b943d7eb9145e68cbfbe6392c939300ac9cc103e88a93db5f,False,30,31,8,25,0.8044554455445545,0.8500000000000001,0.09999999999999999,0.30000000000000004
huatuogpt-o1-8b,d5242ac7089552f0687edd0e403512da,06303355bb5ce7bf40cd00b684aaf74d9886404f171b6d54df0bde2d47febe4e,True,36,37,7,18,0.5008912655971479,0.6000000000000001,0.15000000000000002,0.5249999999999999
huatuogpt-o1-8b,d5242ac7089552f0687edd0e403512da,58ef028ce33c6a2135d391768116ccd098eb277ebfc76609e434af14f64dcb55,False,29,30,5,26,0.8496420047732697,0.55,0.19999999999999998,0.19999999999999998
huatuogpt-o1-8b,e9c3b2227f99155be055e871c23ef702,49d111e66a069cd68251d4d84437198da6941a6c563010600c30a7a1f44d552d,True,25,26,9,9,0.39285714285714285,0.65,0.2,0.55
huatuogpt-o1-8b,e9c3b2227f99155be055e871c23ef702,90e8573cc52b00ae587c790ec3405961e4d135cc319fd32225ecb59055dedf43,False,34,35,19,33,0.9775510204081632,0.95,0.049999999999999975,0.47500000000000003
huatuogpt-o1-8b,f5479a460521f2a3b96e7924882b06d9,97d47b4157b050a2b5fbc5a42fe46bd87e6c3c3dfe1cea26421487ad00fbf8ed,True,23,24,22,15,0.6839378238341969,1.0,0.1,0.45000000000000007
huatuogpt-o1-8b,f5479a460521f2a3b96e7924882b06d9,27e0f6b8a8de22fcf9a18c34486b4a9c51ee9c6df530570ff42a4d08330ef360,False,25,26,18,13,0.480225988700565,0.3,0.15000000000000002,0.15000000000000002
huatuogpt-o1-8b,02b15d84011aa2ed96dcb904e63129bb,b5c639fa45b8bd2884ba087fbf39b51809352ffc1b8a60ca95f43a957eb217e1,True,18,19,16,13,0.7044776119402985,0.6000000000000001,0.15000000000000002,0.35
huatuogpt-o1-8b,02b15d84011aa2ed96dcb904e63129bb,7106553b91865258a620d897eb8899f1783424b57c5cc74b9c5149942389a9f0,False,28,29,13,16,0.5650224215246636,0.55,0.15000000000000002,0.45000000000000007
huatuogpt-o1-8b,14a87d69ccc079d85a0f5d57dc4a7bdb,39e1e842444c7a1e5fce63214591c2cdba66fca05e30bfff5aa2cf64fa8b31c6,True,25,26,7,0,0.007444168734491315,0.1,0.1,0.09999999999999999
huatuogpt-o1-8b,14a87d69ccc079d85a0f5d57dc4a7bdb,d0475d1761fa01f9f28de6f8c420aed576c48abcfde11da59bc15f38728600a9,False,36,37,9,30,0.8302238805970149,0.95,0.09999999999999998,0.10000000000000003
huatuogpt-o1-8b,28891dd6ff7aaeaf92456def52f81530,0c99b41cd9fb4e20bf79542b34428fda7b1d99a37b120f84a98adad235945412,True,26,27,12,22,0.845771144278607,0.8,0.0,0.45
huatuogpt-o1-8b,28891dd6ff7aaeaf92456def52f81530,26acc1a38f77859a972fb6e2583607b461d1eddc0c8a16577d7093301e539947,False,43,44,21,42,0.9758842443729904,0.75,0.14999999999999997,0.4
huatuogpt-o1-8b,3ffd64fa59b0f373586831b18ec69d1f,0b1ea8b43951bedc387f4aaac25f666294563cdde1e7f5ac0442e6ecfb95c706,False,30,31,5,19,0.6473029045643154,0.4833333333333334,0.15000000000000002,0.2042483660130719
huatuogpt-o1-8b,47601c56544121804558b55dbddc694b,b442f78749b457921b75f44aabbf5424a146e3720cbb9419acd1d67f22558d61,True,18,19,5,16,0.9337175792507204,0.75,0.19999999999999996,0.20000000000000004
huatuogpt-o1-8b,47601c56544121804558b55dbddc694b,56e1b7f5b457906cb9945d103bf3d1f24b88630977f517ad7469330026e063b5,False,21,22,5,17,0.8589108910891089,1.0,0.050000000000000024,0.5
huatuogpt-o1-8b,5e08bb89aa461993e01a5790857ce599,bc8ed2e0013bb8886dbe404914bcc0b56c55b39bb2f6aa4f3f59dcc216c625dc,True,25,26,4,23,0.930672268907563,0.65,0.19999999999999998,0.19999999999999998
huatuogpt-o1-8b,5e08bb89aa461993e01a5790857ce599,daaa8806d57bc4337dca984faa9650d911ea3883a0c539edad4dff116b429b6f,False,33,34,7,32,0.963258785942492,0.5,0.05,0.25000000000000006
huatuogpt-o1-8b,6a6759f19289095fe5bdee59a062046c,8ff9c4721de7df4a76c0103a74b4a4bdff0a696fbc20f1891b836c003f9d0f95,True,22,23,20,20,0.9629629629629629,0.6000000000000001,0.19999999999999998,0.325
huatuogpt-o1-8b,6a6759f19289095fe5bdee59a062046c,fd130530d0450e85c449a18eae41cb80849e11d252289117e3b70a239890ce47,False,37,38,24,34,0.9115646258503401,0.65,0.15000000000000002,0.3500000000000001
huatuogpt-o1-8b,7351fe5f8ee14ff826bc262030efc469,07edf1cdc6987cc5bd347fe4198f68b1655775397e366253405e9b17d4522e85,True,17,18,3,11,0.6630727762803235,0.95,0.09999999999999999,0.15000000000000002
huatuogpt-o1-8b,7351fe5f8ee14ff826bc262030efc469,589a88df2fdf95847ee1138776737a4aa16a55fefb5053316456e79dacfb44a7,False,30,31,4,21,0.6674364896073903,0.45000000000000007,0.2,0.15
huatuogpt-o1-8b,8c88e2f998f2ec7a396f40c6d5452b84,95ac5066d54b6b9d07a6ba9937a7bb583bdb0f8bdfdf8ab5748f6152286abe86,True,24,25,3,20,0.7909738717339667,0.35,0.09999999999999999,0.24999999999999997
huatuogpt-o1-8b,8c88e2f998f2ec7a396f40c6d5452b84,d0ad038d2f528d1708dce2d3158594a2f64618a6c7a0f12e93a6710d32a99ee2,False,30,31,8,21,0.6513026052104208,0.75,0.09999999999999999,0.275
huatuogpt-o1-8b,a255fd4b2fac78a3faaf47bd17cd723f,240e24a9768e60c93fa58d5810286bee596b65ce9c757765746bf08d7f0e1fce,True,36,37,10,31,0.8446428571428571,0.6000000000000001,0.0,0.09999999999999998
huatuogpt-o1-8b,a255fd4b2fac78a3faaf47bd17cd723f,d5ef17e9ca28967ee94cd01ba0bb006c71e86045f64b085643d177f8bb3a42f5,False,24,25,11,22,0.917989417989418,0.75,0.09999999999999998,0.175
huatuogpt-o1-8b,b1e9764076e3a29c4c3c4738b878b57a,c29914b80e5c39126e54788cb07cff3737cfd7db1b0f9797a7edee7243ef6bea,True,32,33,14,18,0.49333333333333335,0.6,0.1,0.35
huatuogpt-o1-8b,b1e9764076e3a29c4c3c4738b878b57a,578f49c1a5a2f983de3e2262bcde391e55572e75b3df5bf68b2069fb37192789,False,29,30,10,23,0.7931726907630522,1.0,0.15000000000000002,0.6499999999999999
huatuogpt-o1-8b,beea037b8f8cec59caa352ec11f501da,b05cc8de02123a90861d8344f06b1d7e3d418bd4b238b9d043b224040435d468,True,24,25,20,12,0.5485564304461942,0.75,0.09999999999999999,0.7
huatuogpt-o1-8b,beea037b8f8cec59caa352ec11f501da,55e75cbfd7e168f3a73e20f61369d5e21af5371219bd271dc24ffc88ba23beb7,False,18,19,12,9,0.4916387959866221,0.8500000000000001,0.050000000000000024,0.8250000000000001
huatuogpt-o1-8b,cc91c75860966ea7d69d7a716a857add,2cccc902acd612e02b2a844eda867534aadd97f99c6db54a816d6aae496e9b87,True,29,30,15,26,0.8599562363238512,0.5,0.14999999999999997,0.3
huatuogpt-o1-8b,cc91c75860966ea7d69d7a716a857add,41da8a1e3039b373c0c5150123341651b718b013541c662326030d09c3540e48,False,22,23,15,20,0.9334811529933481,1.0,0.19999999999999998,0.4
