model,case_id,trace_id,base_is_correct,n_sentences,delta,commits,commit_boundary,depth,tvd_at_commit,n_distinct,top_share,second_share,top_two_share,n_over_10pct,effective_n
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,512f09a385448cfa94adc6ed70eb8d17818cbb5eba0e5e4fb675207b28d618f9,True,47,0.35,1,22,0.4418604651162791,0.15789473684210525,2,0.9473684210526315,0.05263157894736842,1.0,1,1.2289892094880017
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,512f09a385448cfa94adc6ed70eb8d17818cbb5eba0e5e4fb675207b28d618f9,True,47,0.4,1,22,0.4418604651162791,0.15789473684210525,2,0.9473684210526315,0.05263157894736842,1.0,1,1.2289892094880017
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,512f09a385448cfa94adc6ed70eb8d17818cbb5eba0e5e4fb675207b28d618f9,True,47,0.45,1,22,0.4418604651162791,0.15789473684210525,2,0.9473684210526315,0.05263157894736842,1.0,1,1.2289892094880017
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,512f09a385448cfa94adc6ed70eb8d17818cbb5eba0e5e4fb675207b28d618f9,True,47,0.5,1,17,0.3118393234672304,0.4736842105263158,7,0.5263157894736842,0.21052631578947367,0.7368421052631579,2,4.223654057021528
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.05,1,28,0.7974137931034483,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.1,1,28,0.7974137931034483,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.15,1,28,0.7974137931034483,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.2,1,27,0.7557471264367817,0.19999999999999996,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.25,1,27,0.7557471264367817,0.19999999999999996,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.3,1,27,0.7557471264367817,0.19999999999999996,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.35,1,27,0.7557471264367817,0.19999999999999996,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.4,1,27,0.7557471264367817,0.19999999999999996,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.45,1,23,0.6408045977011494,0.4000000000000001,6,0.6,0.15,0.75,3,3.5632809026760977
deepseek-r1-distill-llama-8b,a255fd4b2fac78a3faaf47bd17cd723f,ec038bb7dc7b3f626e2be0cf8bcf1b12e831ac80b477192a7f5fa24d88ede1fe,False,34,0.5,1,23,0.6408045977011494,0.4000000000000001,6,0.6,0.15,0.75,3,3.5632809026760977
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.05,1,29,0.8241758241758241,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.1,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.15,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.2,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.25,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.3,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.35,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.4,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.45,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,684b54e9cfb8f69e446452ee052c80ec6e3afac94f7eb50b602e2362687420b6,True,35,0.5,1,21,0.6216640502354788,0.050000000000000024,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.05,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.1,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.15,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.2,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.25,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.3,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.35,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.4,1,62,0.9425019425019425,0.4,6,0.35,0.3,0.6499999999999999,3,4.481137894089529
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.45,1,62,0.9425019425019425,0.4,6,0.35,0.3,0.6499999999999999,3,4.481137894089529
deepseek-r1-distill-llama-8b,a670afa64f606d20eed4a435fc89d120,43eebc3b5bc307ad7bef3024c2f0b23397a7da9e3a4692205f4144c108dfba7f,False,64,0.5,1,62,0.9425019425019425,0.4,6,0.35,0.3,0.6499999999999999,3,4.481137894089529
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.05,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.1,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.15,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.2,1,32,0.9704641350210971,0.2,4,0.45,0.25,0.7,4,3.5185470881885217
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.25,1,32,0.9704641350210971,0.2,4,0.45,0.25,0.7,4,3.5185470881885217
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.3,1,30,0.90014064697609,0.29999999999999993,4,0.4,0.35,0.75,3,3.338855997134659
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.35,1,28,0.8087201125175809,0.35,5,0.5,0.3,0.8,3,3.447320174634208
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.4,1,27,0.7679324894514767,0.4,5,0.55,0.3,0.8500000000000001,2,3.1247742255253317
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.45,1,14,0.3066104078762307,0.44999999999999996,6,0.4,0.2,0.6000000000000001,4,4.665164957684038
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,1069e06d7a7b82a123f74b9f4c584e2690ad72a9c43d6eaf7a369ece42de40d8,True,33,0.5,1,14,0.3066104078762307,0.44999999999999996,6,0.4,0.2,0.6000000000000001,4,4.665164957684038
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.05,1,27,0.9920127795527156,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.1,1,27,0.9920127795527156,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.15,1,27,0.9920127795527156,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.2,1,27,0.9920127795527156,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.25,1,24,0.8945686900958466,0.25,4,0.75,0.15,0.9,2,2.2253245706458125
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.3,1,24,0.8945686900958466,0.25,4,0.75,0.15,0.9,2,2.2253245706458125
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.35,1,23,0.8562300319488818,0.35,4,0.65,0.2,0.8500000000000001,3,2.6696345781351574
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.4,1,23,0.8562300319488818,0.35,4,0.65,0.2,0.8500000000000001,3,2.6696345781351574
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.45,1,23,0.8562300319488818,0.35,4,0.65,0.2,0.8500000000000001,3,2.6696345781351574
deepseek-r1-distill-llama-8b,ab0226a3a9dc01c8c9b91a47198bed63,57efd2d4443653e22a87f5510b37e64c9b437b306ea4ab214715c523f9ee3ee5,False,28,0.5,1,23,0.8562300319488818,0.35,4,0.65,0.2,0.8500000000000001,3,2.6696345781351574
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.05,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.1,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.15,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.2,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.25,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.3,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.35,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.4,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.45,1,28,0.8784370477568741,0.45,4,0.4,0.3,0.7,3,3.4009960275664923
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,9fc7e56bb3078b9ba81d492a5034f2c659291cc795535554163b90166a54a8fd,True,31,0.5,1,28,0.8784370477568741,0.45,4,0.4,0.3,0.7,3,3.4009960275664923
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.05,1,18,0.7057613168724279,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.1,1,17,0.6563786008230452,0.09999999999999998,3,0.9,0.05,0.9500000000000001,1,1.48349040282257
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.15,1,16,0.6275720164609053,0.15,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.2,1,10,0.4218106995884774,0.2,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.25,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.3,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.35,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.4,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.45,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab79da6338f2deff095e1bf3b5b4d9f0,46d9c42398ed08addd39cedc389d8aff888de1320efc10e06fa291bcc4c08dd3,False,23,0.5,1,8,0.360082304526749,0.24999999999999997,4,0.85,0.05,0.9,1,1.799485752639783
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.05,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.1,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.15,0,-1,nan,nan,nan,nan,nan,nan,nan,nan
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.2,1,21,0.8122529644268774,0.15000000000000002,2,0.5,0.5,1.0,2,2.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.25,1,21,0.8122529644268774,0.15000000000000002,2,0.5,0.5,1.0,2,2.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.3,1,21,0.8122529644268774,0.15000000000000002,2,0.5,0.5,1.0,2,2.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.35,1,19,0.6699604743083004,0.30000000000000004,4,0.55,0.35,0.9,2,2.7069467016257795
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.4,1,19,0.6699604743083004,0.30000000000000004,4,0.55,0.35,0.9,2,2.7069467016257795
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.45,1,19,0.6699604743083004,0.30000000000000004,4,0.55,0.35,0.9,2,2.7069467016257795
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,7e28567d1dec20fe59d924b77eac53ea10d072c81dad93f5e21f4845ae082540,True,24,0.5,1,0,0.0,0.5,5,0.35,0.35,0.7,3,3.881944923523758
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.05,1,23,0.8916666666666667,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.1,1,19,0.6933333333333334,0.052631578947368446,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.15,1,19,0.6933333333333334,0.052631578947368446,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.2,1,19,0.6933333333333334,0.052631578947368446,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.25,1,18,0.645,0.25,3,0.75,0.15,0.9,3,2.0763012412900235
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.3,1,18,0.645,0.25,3,0.75,0.15,0.9,3,2.0763012412900235
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.35,1,18,0.645,0.25,3,0.75,0.15,0.9,3,2.0763012412900235
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.4,1,18,0.645,0.25,3,0.75,0.15,0.9,3,2.0763012412900235
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.45,1,17,0.5933333333333334,0.45,4,0.55,0.25,0.8,3,3.033565171521999
deepseek-r1-distill-llama-8b,ab944ef1e6f39bfd785f38954f9458c1,37d331a23312e9d06e5e172773eb14845c9ea4772e77eb761d6db33d61926c31,False,25,0.5,1,8,0.29333333333333333,0.5,6,0.55,0.15,0.7000000000000001,3,3.847048330719699
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.05,1,28,0.8951612903225806,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.1,1,28,0.8951612903225806,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.15,1,28,0.8951612903225806,0.0,1,1.0,0.0,1.0,1,1.0
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.2,1,19,0.6016129032258064,0.2,2,0.9,0.1,1.0,2,1.384145488461686
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.25,1,17,0.5,0.25,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.3,1,17,0.5,0.25,4,0.8,0.1,0.9,2,2.0306309908905886
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.35,1,14,0.43870967741935485,0.30000000000000004,3,0.7,0.25,0.95,2,2.1086178062619005
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.4,1,13,0.40483870967741936,0.4,5,0.6,0.25,0.85,2,3.011471427237446
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.45,1,7,0.23387096774193547,0.44999999999999996,4,0.55,0.25,0.8,3,3.033565171521999
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,aedef1d20920f177d3236736451bc1cf03adc9dac96511dcc7bdffe38c4b1011,True,31,0.5,1,2,0.04032258064516129,0.5,6,0.5,0.25,0.75,3,3.946249092372013
deepseek-r1-distill-llama-8b,b1e59a85b6e9c1e020d2392193d668fb,ef42c89919623370c46e906a93fac3ef84a7a26e6be1bb64f0873a8a648450f0,False,23,0.05,1,20,0.8152173913043478,0.0,1,1.0,0.0,1.0,1,1.0
